label	pair	defid	definition
	bio, you	5255226	An annoying way to say you're going to the bathroom, often used in WoW but has been used less frequently over the years (thankfully)
1	rememberize, remember	6924457	Rememberize is a version of the word remember, that is frequently used when getting high with friends.
	fadastic, fad	933617	It is a combination of the word \"fad\" and \"fantastic.\" Used in the sarcastic tense when some new fad pops up.
1	foop, shart	6674272	When one senses the arrival of a fart, allowing it a safe exit route through the bowels, but the fart is really poop disguised as a fart, resulting in shat pants.Foop is a more widely accepted alternative to the word shart, a word made famous by the movie \"Babysitter,\" starring actor Jonah Hill.
	foop, shart	3087142	a more user friendly version of the word \"shart\". When you think you are going to cut a fart but, suprise, more than just the air escapes!
1	wenn, hench	6428261	1. Attractive2. Strong3. Muscular/VascularAnother word for Hench
	loregy, came	2645458	A group of people discussing lore. This can be any lore, but the origin of the word came from people discussing video game lore.
	scalled, it	9692797	Leu's weird way of saying it's called.
	necbromancer, necromancer	4366796	An extension of \"bro\" into the word \"necromancer.\" Duh.
1	redunckulous, rediculous	2542428	the only cool was to say the word rediculous
	seorch, search	4930601	When people and businesses build websites they use Search Engine Optimisation SEO to make the pages more relevant to search engines.A simple changing of the word search to seorch gives the new meaning that the term was searched for using a website search engine.
	punk, it	2127328	A punk is actually someone who generally does not give a fuck what people think. they Anti-Society and Anti-Goverment. The birth of punk was late 70's and early 80's with such bands as the sex pistols. People tend to think of Blink182 as punk, and they would be right in thinking so. This is because it is. Granted it is a short cut way of saying it, it isn't true punk, punk but is a form of punk. Nowadays people describe for example Blink182 as punk because it is Skater punk rock because it is generally anti-social. Skinheads and Punks do not get on, understand they are not compatable. True Punk isn't dead it's just having a nap, by true punk I mean the main trunk of the tree of punk which spawned branches to things such as skater punk, new age punk ect. It is a generally bad idea to piss an old skool punk because they WILL play by their old skool rules, by not giving a shit and basically to cut it short give you a bad headache the next morning, simply by kicking you in.
	paved, beign	774804	1) Said to you when you lose a physical/verbal fight. 2) Being made fun of 3) another word for beign \"owned\" or \"served\"
1	ont, ownt	576459	Originally started by =LORD=, it was a misspelling of the word ownt, which is a synonym for pwnd, owned, and all other gank words. It took immediate liking to all other =LORD= members, and started being used throughout the gaming community. Each =LORD= member has their own version of ont
1	metrosexual, dandy	963690	a man who gives exaggerated attention to personal appearance. modern form of the word dandy (noun) or fop. genuinely heterosexual.
