label	pair	defid	definition
1	fiend, friend	2205368	n 1. devil: an evil supernatural being, especially a devil from hell 2. somebody evil: somebody who is extremely wicked or cruel (or bitch-like) 3. troublemaker: somebody who is mischievous or annoying 4. person with strong interest: somebody who is keen and devotedly interested in a particular topic, occupation, activity (i.e. Narcotics) 5. somebody proficient at something: somebody who has a specialized skill or talent (informal) 6. The incorrect spelling of the word friend. Often used by uneducated teenagers or people in a hurry. 7. A really addicted druggie.
1	antinoon, midnight	2693434	An alternative way to say Midnight or 12:00 AM
1	verbatum, verbatim	3571983	Misspelling of the word 'verbatim', used by silly people like kte who felt the need to create this entry before spell-checking.
1	lidool, little	2723121	Another word for little.
1	amature, amateur	1102511	Common Misspelling of the word amateur
	demom, demom	9800354	It's a jointing of the word demom and mom, and it's when you have a mom, who is so bad, that she's a demom sent to torment you from hell.
1	omanko, vagina	2591371	Japanese term for pussy. It is not the most polite way to say vagina. Pronounced oh-mon-koe
	leva, leva	3912688	1.A leva a a person you dont have respect for. it can also be used as the word bitch (though definitions of bitch doesn't come close to the word leva)
1	cheddars, cheers	6229016	Another word for 'Cheers' because it sounds like it and it's like all the rage nowadays.
	sketchmeist, have	4827960	A term that can only be used ONCE in a person's life. It should only be used to describe the sketchiest moment on one's entire life. If it is used more than once, all who are with the user of the word have the right to nohr him/her.
	rackinella, rack	3074621	used to refer to a girl with large boobs. an extension of the word \"rack\" wich traditionally refered to animal with horns and evolved to a women with big boobs.
1	geneous, genius	2539977	Geneous - Another word for genius, from the Greek
	omgasp, gasp	2230476	Basically, a combination of the two internet terms \"omg\", meing \"Oh meh gawd!\" and, well, GASP! If you need an explanation of the word GASP!, piss off that one dark guy at your school, preferably if he's goth. MAKE SURE HE IS NOT A POSER OR AN EMO, FOR THEY ARE LARKS AND ARE MADE OF PHAIL. Make fun of him so much that he either gets so angry he attempts to kills you OR he threatens you and leaves. At a good chance, you'll walk home and find that all of your family members have been killed, with their gutts and blood spread accross your dingy, small little apartment. This is truely a moment to GASP!, or even OMGASP! (Side effects of this may include you becoming emo. If so, jump into the nearest pile of acid you can find. This may not cure it, but it sure as hell is fun to watch.)
