label	pair	defid	definition
	shahoot, shoot	5825136	its a cooler way of saying shoot. its sorta like shoot and hoot smashed together to create shahoot. when you say shahoot, it makes you feel cooler, espesh when you add in a sick hand gesture or funny face. When things are really intense though, you can switch it up to shithoot mayne. & the mayne part of it just makes it sound ten times cooler. Also you can add an excessive number of \"o's\" to shahoooooot to make it look sick. ya get mah flow brah?
	nizo, know	411283	A slang way to say \"know\"
	zahen, annoying	5157428	A word used to describe a very annoying characteristicUsually based off off a girl named zahen in Canada, she is very dessZahen is a synonym for the word annoying :)
	ghey, ghey	2922022	A ghey way of saying ghey.
	glodfish, gold	7883117	Glodfish is not a mistaken spelling for the word Gold Fish. Glodfish is a god, he will fuck your bitch at a moments notice. He doesn't fuck around, he goes 0-100 real quick. He is the best at everything. Video games, Sports, looking fresh, and lets not forget fucking your bitch.
	shu, you	2796786	A synonym for the word \"you\". Often used to seem cooler than you really are.
	yummylishes, yummy	3617034	1.) Something/someone good looking 2.) something that smells or looks good 3.) cooler way to say yummy :
	muddapucker, mother	12011422	Another way to say mother fucker in the country Joemalia
	bangalangin', crackalackin	3231920	A more sexual way to say crackalackin'
	dat, that	9531849	1:A cat who acts like they are a dog. 2:A memeish way to say That.
	dat, that	3670455	is a short way of saying that mainly used in text messages. In miami fl its meaning is random..just pay attention to how its used in a sentence
1	yalo, hello	2682164	A way of saying hello representing the huge population of polish that have come to england lately!
	wonderfup, wonderful	4693521	started as a typo for wonderful when my girlfriend was trying to describe me, but now we use it as a superior form of wonderful
	idionk, idiot	12858655	1. A funny way of saying 'idiot'. 2. An invalid mech.
	whuuuah, whore	4457686	Way to say 'whore' if you're talking like a stereotypical Italian-American from the American Northeast.
	felisha, bitch	11480768	A inappropriate way of saying bitch.
	dubs, grinding	376884	a way of dancing with a person, just another way of saying grinding.
	lawlbster, lawl	6192197	A funny way of saying lawl.
	larfl, lol	3113983	The Flernglish way of saying 'lol'.
	asmg, ass	2263857	A different way to say ass. The same thing as ass..... But better... A more polite and appropriate, like if you wan't to say it around your elders.
	burrday, birthday	12188861	A douche's way of saying \"birthday\". In most cases, the user may think it to be cuter than saying \"birthday\". Typically preceded by \"Happie\".Frequently used by Indians while wishing their friends for their birthday.
	smushmorshin, abortion	2769328	Another way of saying abortion except without saying abortion. Used in the movie Knocked Up when one of the characters says,\"why dont you just go to the smushmorshin clinic and get a smushmorshin\".
	fugack, fuck	4418352	1. A much cooler way to say the word \"fuck.\"2. A term that can be used in order to avoid being reprimanded for using the word \"fuck\" while also being a badass at the same time because you said \"fugack\" instead of \"fuck.\"
	yhno, the	11084547	A slang word that isn't often used anymore, the slang originally means-\"You have no one.\" And people often said 'ye-Ha-no' to define it instead of saying the actual letters.-Chay
	surusly, seriously	5176940	The way to say seriously when you're really drunk & you're feelin country western.
	sawdee, sorry	5755202	a silly way to say sorry. (sounds funniest when shouted.)
	wine, winding	5366633	In Caribbean dancing, to \"wine\" is to gyrate the mid-section of body, specifically the waist and hips (pelvis).The word \"wining\" is broken English for the word \"winding\", as in \"a long and winding road\". Winding describes something that is coiling, circling, rotating, or snaking.\"Wine\" is not to be confused with the word \"whine\" which means to complain or to make a whining sound.
	krillin, chillen	3580447	Boston slang for the word chillen sometimes worded as krill, krillen, krilliando. ussualy used by latino's or cape verdeans.
	beeze, beezie	1363845	The wrong spelling for the word beezie
	beccre, hello	12480030	Meaning gibberish chicken language used to be wierd/wild people and annoy people with. ; another way to say \"hello\" or a funny offense.; once, probably, originally standing for \"underground wiring/plumbing\"
	mawfucka, motherfucker	6020543	Short OG way of saying motherfucker, often used by J-roc from the Trailer Park Boys.
	whts, whats	5832817	abbreviation for the word whats
	iti, italian	1862459	a shorter way to say italian. it is not a hate word. so fuck off you itialian haters...suck a dick
	kablamo, something	1653528	Another way of saying something is cool, (made popular by TLI www.thelonelyisland.com in the movie entitled \"White Power\") because they are cool. no pun intended. Another variation of KABLAMO by Ardy is JAMMERRIFIC.
	evah, ever	7281868	A way of saying \"ever\".
	blliff, bitch	4736615	Slang for the word bitch.. often used around teachers as to not be given a demerit or get wrote up.
	stycious, cool	1615944	It's basically another way of saying \"cool\" or \"fly\" in a very laid back kind of way. It can also be used as a compliment. This is not a word that should be shouted with excitement... its very relaxed and calm.
	ks0n, okay	127344	A l33t way of saying \"okay\" to someone less superior to you.
	boink, fuck	2775819	a cheesy ass way to say fuck
	l8er, later	1539099	Term used in a chat service. A creative way of saying \"Later\" as in bye.
	otaku, house	1951075	In American culture, 'Otaku' means 'One who is obsessed with Japanese culture, entertainment, etc.' It literally is the honorific way to say 'House', and is used to mean 'Someone who stays in their house all the time'. It's not usually a good thing to be called an Otaku, but others take pride in it.
	otaku, house	3799203	there are several definitions of \"otaku\" 1) polite(correct) way of saying house 2) many people mistake the actual definiton of otaku when it comes to things such as \"anime otaku\" or \"game otaku\" it used to be a insult but recently, the definition has changed to a more positive meaning, although the word can still be used as a insult, it is more commonly used as a compliment Ex. anata wa computer otaku desu ne (your a computer otaku) although it is unclear as to when the definition switched, many believe that it may have happened with popularity of animes and mangas going up
	sipple, sip	1961046	Similar to term 'swiggle', sipple refers to intaking a small quantity of liquid through pursed lips. Unlike the word 'sip', sipple can only refer to the intake of an alcoholic beverage.
	pos, possibly	2883425	abbreviation for the word \"possibly\"
	ffi, freshie	5072332	Fresh From Indiaanother way of saying freshie lol
	titteh, tits	7841019	A stupid but funny way of saying Tits.
1	yayce, yes	4752153	synonym for the word \"yes\".
	yourcusting, your	2234376	Your discusting. Instead of saying your discusting save your throat and make this simpler.
	peak, peak	7597778	Definition OneWhen something beyond comprehension has happened to you or some one else you know, positive or negative you say the word peak to portray the sheer level of OMGDefinition TwoPeak times are times where life has thrown some crazy stuff at you and everything is just WOAAAAAAAH.Usually a hand sign is involved which symbolises a mountain peak. If something is that deep the word doesn't even have to be said, you can just do the hand signDefinition Three When someone has been embarrassed so much so you feel the need to acknowledge the extent to which they have been wrecked
	chya, yes	1562981	better way of saying yes or agreeing with something or someone
	biznachen, biznach	2072933	Bitch; different way to say biznach
	ta2, tattoo	2183876	Ta2 is a way to type tattoo.
	holap, hola	8288836	Holap is a way to say Hola Pendejos without anyone noticing. Pendejos is like saying assholes or dumbasses.
	shvet, sweet	6121151	Root: German Way of saying \"sweet\" in a sarcastic way; sarcastic term showing you really don't care
