label	pair	defid	definition
	esactly, exactly	6150674	A typo of exactly, used when you are talking to a girl you have particularly a lot of interest in dating and making happy.
	chonce, chance	8390337	An alternative for the word 'chance'. Commonly used by One Direction's Niall Horan.
	chonce, chance	8420805	Niall's fucked up way of pronouncing \"chance\" in the song \"18\" by One Direction.
	furgot, faggot	7176637	another word for gay furries, can also be used as an alternative for the word faggot in general.
	joint, yo	12863465	A hip way of saying Yo.
	slap, sgtm	12717953	Acronym for Sounds Like A Plan Another way of saying SGTM
	frijjle, fridge	3773211	note: pronounced in all definitions like a combination of fridge and nipple 1) a male farm worker (usually of Mexican or mestizo descent) who commonly wears a large sombrero for shade and in some cases has a very a thick mustache; in this definition it can be capitalized as Frijjle 2) someone who is skilled at making beans 3) a person of Latino or mestizo descent 4) a hoopy way of saying fridge; can also be said the long way as refrijjlerator
	kyot, something	4076493	Cute way to say something's cute.
	sk8t, skate	4852454	A retarded way for analphabetic people who doesn't know how to pronounce the word \"eight\" to say \"skate.\" Retarded people tend to say \"eigh\" instead of \"eight.\" Which makes it necessary for them to add an add extra T at the end of \"sk8\" which already says \"skate.\" So basically it means \"skate-t\" which isn't a word..... Sadly this \"cool\" and \"hip\" way to say skate is used way too much..
	wondorf, wonder	5953414	to wonder, the silly way of saying wonder
	sh'mon, c	715184	A sexier way of saying c'mon. Often used in sleazy rock songs.
	pepo, people	187970	Another way to say \"people.\" Commonly used by ICDedPepo.
	yuperdoodles, yes	8619414	A way of saying yes.
	vench, wench	243118	\"vench\" has the same meaning as \"wench\" but vench is to be used less than the word wench.
	'slit, it	11091583	when its too lit to say its litA 'slitter way of saying it.
	sara, sara	7290925	the right way to spell sara/sarah. this girl is unbelieveably beautiful and puts her heart into everything she does. if a sara ever says she loves you she means it. and no matter how much you try to convince her that someone she likes is a duche to her *cough cough* she will love him forever. she is smart,funny, and a best friend. shes a keeper. also shes a sex goddess and if ur lucky enough to be with her you better treat her like a goddess.
	w00tx0r, w00t	864631	The most 1337 way to say w00t.
	phewd, food	4459603	Another way to say \"Food\"
	fallf, half	5171887	1).:short for fallfertrinus: an animal with a lion's head, and dog's face, one butterfly wing, a dragon wing, a human leg, a bird leg, a cat's tail, and a rectangular body. Known as a mythical creature. 2).:best friends 3).:a typo of half
	gaffgot, faggot	6235479	A much cooler way of saying faggot. Saying gaffgot makes you a total sex monster and a boss mofo.
	schmexxie, sexy	3643709	Another (way schmexxier) way of saying \"sexy\". Invented by MSN chats or \"l33t-speakers\". Usually refers to a certain act, rather than a person or object. Used by scene 13-15yr-olds from London.
	heey, hello	8794254	The way to say hello to someone in a friendly way. Saying heey says we are good friends.Hey = Normal Heey = Good friends Heyyy = She wants the D.
	presh, precious	8519651	Another way of saying \"precious\"
	presh, precious	1822118	1. The short, lazy, and cool way of saying precious. 2. Really cute. a. syn: fresh, cute, precious.
	ior, was	957506	ior is a word that is synonymous with buttox. The idea for the word was generally inspired by a donkey on Winnie the Pooh, though this word's spelling was changed from Eeyore (which is the name of the donkey in Winnie the Pooh) to ior.
	fetch, feltching	3888790	Something that is awsume!! not to be mistaken for the word feltching
	wtfandango, wtf	1498208	another way to say WTF or what the fuck.
	lipgin, never	5480439	Another way of saying never been kissed (lips + virgin = lipgin)
	inbetwixt, between	4278255	To place between on the inside of a twix bar. Also could be used in a sensuous way of saying between. See waterslide
	yooh, you	421164	A slang for the word \"you\".
