label	pair	defid	definition
	jank, stuff	790628	jank is derived from the word junk} and junk is a similie for the word stuff}. So if one were to say
	gorden, go	3159520	funny way of saying Go Then!
	biotch, b*****	4280597	a word used very often by preps and the ocassional good mouthed goth. a good way of saying b*****.
	sick, brilliant	8568310	Another way of saying brilliant,or a description of something awesome as opposed to its real meaning, sick is a compliment.
	kayso, like	2990485	A combination of the words okay and so. Can be used as a substitue for the word like. 1. Most commonly used in day-to-day conversation. 2. Can be used to move on from an awkward moment/silence.
	slever, clever	5097294	The much more awesome way to say clever.
	penickle, penis	5392852	noun. another word for a penis, without having to directly say the word penis. Penis + Pickle = Penickle
	chilllaxin, chillin	1283762	Brooklynite's cool way to say chillin as in chilling, or hanging out. or chilling/relaxing. Because we're cool like that =.
	ahny, arnold	5853415	The term used for \"Arnold Palmer\" (the drink). Instead of saying Arnold Palmer, say \"Ahny\". This is Arnie pronounced in a Boston accent, Ah-nie. It is quick and easy to say. Plus it sounds awesome.
	ylbaborp, probably	4145756	yil-ba-borpthe awesome way to say 'probably'
	dutchbag, douchebag	1078432	a really cool way of saying douchebag
	cork, sex	3919808	A substitution for the word sex.
	properganda, propaganda	3862293	The redneck way of saying propaganda. usually said by rednecks to claim that news is spitting out liberal, anti-redneck, and or pro-hippie propaganda
	surre, sure	1889302	a sarcastic way of saying sure synonym - yea ok!
	bo, bollocks	6498534	A slang for the word \"Bollocks\" or \"Ball Sacks\" (a man's testicles).Usually used to define a stupid person(Pronounced 'BOW')
	mutuchal, shared	5339564	Blonde way of saying shared.
	[nigga], however	1878894	a word used by white people (known as crackas and rednecks) to degrade blacks or sometimes to say my friend or my homie. ALSO a word used by blacks towards eachother not to degrade but to greet and communicate. i do feel that white people shouldnt say the word however, black people should try to stop saying that word. if ur black (like me) and say nigga but dont like wen whites use it, it might be being a hypicrite but SO WHAT!!! we r black and white ppl have no business sayin that word. to us it is not a degrading word BUT watever your race, try not to use it TO AVOID CONFLICT.
	edo, edward	6140496	An Armenian way of saying Edward, Eddy and so on. They tend to be very knowledgeable and tend to give the best advice. They are very caring and have great taste in things.
	jajemän, yes	1861960	Different way of saying \"yes\" in swedish
	unkown, unknown	760670	n. My way of saying Unknown.
