label	pair	defid	definition
	f00x, fuck	1066833	Another of the many \"chat-room\" terms used more commonly due to server or online game language filters. This is usually used in place of the word fuck.
	brobocop, bro	3578194	Brobocop is a combination of the word 'bro' and 'robocop'. It is used to refer to a 'bro' that is always checking up on you and making sure you follow the rules.
	hipposaurus, hippopotumus	3457240	A half dinosaur and half hippopotumus, used when you can not remember the ending of the word hippopotumus.
	heighth, height	1123083	Instead of saying 'height', a few people use this 'word'.
	heighth, height	2483412	archaic, awkward sounding, yet still correct from of the word \"height.\" Formed by adding the \"-th\" suffix onto the word \"high.\" Formerly spelled \"highth.\"
	renagade, came	4383080	(Pornounced Re-Na-Gayd; the idea of the word came from a misspelling of the word renegade, which seemed logical, renegade not being too-far off in meaning from this word)A word describing the rising class of humans who are not entirely nerds/geeks, or club hoppers/ravers/socialites, but are a combination of both forms of existance and personality-traits.
	jaint, fuck	3079804	A word that encompasses everything. In it's origin, jaint was used to define a noun, specifically a place (ie - Yo what be crackin up in this jaint?), but has widened it's scope to now include any word in the dictionary. It has become broader than the word fuck, in that not only is it acceptable to use it to replace random words in a sentence, but now it is acceptable to use jaint to replace ALL the words in a sentence.
	privlege, privilege	4543434	A misspelling of the word privilege, which Collins English Dictionary defines as follws:privilege (privileges plural & 3rd person present) (privileging present participle) (privileged past tense & past participle ) 1 n-count: A privilege is a special right or advantage that only one person or group has.2 n-uncount: If you talk about privilege, you are talking about the power and advantage that only a small group of people have, usually because of their wealth or their high social class.3 n-sing: You can use privilege in expressions such as be a privilege or have the privilege when you want to show your appreciation of someone or something or to show your respect.4 verb: To privilege someone or something means to treat them better or differently than other people or things rather than treat them all equally. (=favour)
	yeetard, yes	5603748	A person who says the word \"yee\" instead of saying \"yes,\" causing them to sound like an overly excited retard
	yehuh, yeah	5670535	Another way of saying 'yeah'
	happz, happy	5489886	Abbreviation of the word happy.
	bbf, butt-buddy	2341994	butt buddy forever; butt buddy forever a variation of the word butt-buddy from the South Park episode
	snussy, comes	12423237	Derived from the words snail and pussy, snussy is a word to describe something which makes you horny. The origin of the word comes from Gary the snail from spongebob squarepants in the quote \"Gary the snail, is one thicc bic. Lemme see that snussy\"
	indeedaroonie, indeed	2396781	Indeedaroonie is a dorky way of saying INDEED
	shoer, sure	4921324	(pronounced SHOE-err) A sarcastic way of saying sure, if they make an excuse for something that's bullshit.
	lewts, loot	1825313	a \"l337\" term, an alternative for the word \"loot\" describing the prize you obtain for killing a mob or boss in a game.
	ivson, ivicic	11546246	Ivson, shorter version of Ivicic, is a name given to professors around Europe which are often classed as \"legends\" by many students. Name originates in one of Croatia's technology schools, where professor Zlatko Ivicic has been named and praised by the name \"Ivson\", by definition meaning \"a legend\". The term has since then spread, being used all around Europe in many schools.
	nothi, nothing	12072087	when ur too lazy to type nothing
	koolies, cool	1523773	another meaning for the word cool. Usually used between teenage girls.
	xo, cool	540085	a really 1980's way of saying cool, see also gnarly don't belive me it was in commercials....
	pissan, pissing	3591728	A word made up by Idaho and Pegasus. The ghetto version of the word \"pissing.\" When someone is spazzing/seizuring/cussing, this word may be used to describe them.
1	clitoritical, clitorous	3087384	the adjective form of the word clitorous.
	bedous, bedacles	212054	Formal derivitive of the word bedacles, meaning testicles or balls
	bedous, bedacles	212055	Formal derivitive of the word bedacles, meaning testicles or balls (see also bedacles)
