label	pair	defid	definition
1	heel, hill	2610626	a redneck way to say 'hill'
1	jooz, jews	4401059	slang for the word \"Jews\", i.e. Jewish people.
1	faloos, money	3610500	Faloos another word for money and is an arabic word and is now used everywhere after Busta Rhymes Hit Single Arab Money
	saura, sexual	6841513	Saura is an abbreviated way of saying sexual aura. There are individuals who exude a sensuality that is detectable and almost palpable. This is a sexual aura, or saura for short.
1	maffin, muffin	12578536	Mexican Pronunciation of the word \"Muffin\". Pronounced Ma - Feen .
1	ploz, please	2028707	Another variation of the word \"please\".
1	plex, floss	2859512	Another word for \"Floss\". A twist on the word \"flex\". Means to show off fancy clothing, cars, jewelry, etc....
	goon, to	3359788	The word Goon is a relatively new term that has recently spread from an arena generally only used by rappers and those in the African-American culture, to all races and ethnic areas. In a pop culture sense, \"goon,\" has been used in many popular songs by artists who are quite famous. Rapper Brisco, among others, uses the term to describe himself and his friends from a particular region of Miami in his song featuring Lil' Wayne \"I'm in tha Hood\": \"Opa-Locka Goons!\" Thus we see the definition of \"goon\" being applied in a geographic sense, identifying a group of people from a certain region with a set of shared characteristics or habits. \"Goon,\" primarily through the lyrics of rapper Plies, has begun to take on a similar, but new meaning to Brisco's usage. Plies is a rapper notorious for being the tough guy on the block, the \"G\" who has never snitched, and is going home to his \"Bust it Baby\" in one piece or in a casket. Plies persistent use of the word to describe his large group of thugs has caught on in a humorous sense with rap-listeners and non-listeners alike. With the advent of the word being used in a such a serious manner, it has grown to describe a variety of people and individual characteristics. A goon can be a thug - someone who you know at any given time could rob a conveinence store for you. Ex: \"That kid's a goon - I wouldn't mess with his girl bro.\" A goon can be someone who acts goofy, strange, or simply humorously during inappropriate times. Ex: \"We brought over a girl for him to spit game at - but he was a goon and played beer pong all night instead.\" A goon can also be someone or something that is mischievous, clever, or crafty. \"I've got a date on Wednesday, Thursday, and Friday; the girls are all friends, but none of them know...I'm a goon if I pull it off.\" A situation where many goons are present in a contained space, or an event run by many goons, would be referred to as \"goonville,\" or \"Goon Squad.\" Ex: \"Look at this \"goon squad,\" let's get outta here. The step above a goon (which of course is all relative to how much of a goon \"person A\" is) would be a \"Goblin.\"
1	sozza, sorry	2088973	just a weird way of saying sorry!
1	fah, fool	2286607	Another way to say \"Fool\" but in a lazy/tired way.
1	netherjunk, penis	6033925	Another word for penis or vagina. The genital area.
	bymar, sexy	4535668	a sexy girl that dosent accept that she is beautiful and she is cute and gullible . shes the realets girl youll ever meet she always will make you smile . hates drama . faithful . and will always have friends . some one who wyou will want to be friends with and she has a nice body and a sexy ass.another word for sexy girl with nice ass and body.
	fajangled, fucked	4153003	a polite way of saying fucked up, f.u.b.a.r, messed up, disheveled
1	ahbiously, obiously	397746	slang term, another world and cooler way to say obiously. Origins: created by a person's obsession for another person.
1	sheezy, shizzle	257845	The white man's way of saying \"shizzle\"
1	herrafendite, hermaphrodite	5117257	The way stupid people spell/say the word hermaphrodite.
1	feg, fag	2176839	the ulster expression for a cigarette. a linguistic corruption of the word fag. in craigavon the phrase \"gis a feg\" is widely used by the younger populace as an alternate greeting.
