label	pair	defid	definition
1	baduky, baduke	6214358	The feminine form for the word Baduke. It gets its name from the sound of when a large piece of crap lands in the toilet water. Ba-Duke!
1	keet, parakeet	741818	1.) Noun: Shortened version of the word 'Keety' which is slang for 'Kitty' referring to Felis Catus the common house cat. 2.) Noun: pseudo-stoner speak (similar to the word 'Dude'), used by people from Massachusettes and Canada to gain one's attention over AOL instant messanger. see also Keetz0r. 3.) Noun: Short for the word 'Parakeet' or Budgerigar, referring to a type of bird people keep as pets. 4.) Verb: To steal. Se also. kife gank jew 5.) Noun: A tribal race of mutant spear-hunting anthromorphic jaguars! They live in the southeastern part of Nebraska and feed upon small children and various small fluffy animals.
	andrey, someone	2946470	andre with a Y at the end leaving people to pronounce it \"and-ree\" another word for someone who isn't honest all the time
	pd, principles	927486	short way of saying principles detention,
	f***, fuck	1602849	the way in which children under 10 say the word \"fuck\" also the way faggots or \"special\"(retarded) pepople say fuck. some people will say that moral and decent people say f*** instead of FUCK but these are the people who ate alone at teh loser table in the high school cafeteria, they are also unloved and just basically stupid faggot niggers. they also rode the small bus to school. ohhh...i almost forgot \"f***\" means \"fuck\" in case u forgot
1	f***, fuck	1077917	A gay ass way of saying Fuck. Usually used by fucktards who are too pussy to say any bad word or the actual word fuck and/or believe in their morals.
1	fruck, fuck	4388836	the asian's way of saying fuck.
1	fruck, fuck	22028	A PG-13 substitution for the word \"Fuck\"
1	honkydacious, awesome	3999078	Ridiculously, Impressively, and Prodigiously in the form of a honkey. Honkey also referring to an ignorant person.Honkydacious can be used as a substitute for the word awesome or bodaciousAlso, see honkydaciousness
1	wingbreh, brother	6017254	The close mate you see as a brother, always there for you, another word for 'brother' or 'breh'
	phycasised, psychic	5752680	A verb form of the word \"psychic\". Also known as \"predicted\", but that's just plain old boring.
1	dimpkleles, booty	5898676	Another word for booty/back dimples, or muscle shortage.
1	hmetal, noob	3594634	\"Hmetal\" is offensive word used only on Tribos World2 PT \"Hmetal\" is an alternate way of saying noob, shit and bitch.
1	blurt, blast	2152743	Can be used in place of the word blast or go
	aussie, australian	2546063	Typically a shortened version of the word Australian. An Australian citizen is usually called an Aussie, sadly, this usually refers to the white, anglosaxen australian when talking about the Stereotypical \"aussie\". Stereotypes of an Aussie are. Heavy consumer of Beer, Good at and enjoy Sports, Bunch of singlet, thong wearing yobbos, Beach goers, etc etc. While these are true for certain socio-economic groups in Australia they do not describe the majority of the Australian population, except for the love of a good quality beer, not american beer, (that stuff is awfull, too watery), and being good at sports for the most part, lead lives almost identical to all other western cultures. Also its a known fact that the Australian government is one of the most successful governments of recent times due to the advances made in public services such as free public health care to everyone who is a citizen, very low unemployment rates, low interest rates, fast stable economic growth, well above average GDP per person, infact in the top 15 of the world i believe if not the top 10, and large surpluses every year, also Australia is one of the few countries that is totally debt free, and continues to maintain its surplus. Also a note, while the \"lebonese\", aka \"wogs\", and the New Zealanders aka \"Kiwis\" cannot seem to provide positive definitions of Australian culture, for what ever reasons, such as jealousy or misguided contempt and use of ridiculous stereotypes, the average Australian is the same as any other average anglosaxen you'd find in a modern Western Culture, aka, has job, family, is not an alcoholic and earns a decent living.
1	menno, cool	4898890	True meaning is 'Strong'. The name is originally from Holland (The Netherlands).Another word for 'cool' or 'awesome'. This usually affects a guy named Menno too, because he is very cool (or awesome afcourse).
	cockstrong, originally	4691126	I word originating in the 1980s in NC. Initally a nickname many people called a guy from Jacksonville NC. Use of the word originally was used to describe his feats of strength in the gym. Many people thought it had to do with his sexual aura,so the word has overtime developed a second meaning to refer to a mans vitality.
1	lolofus, lol	1403226	Lolofus is basically the extended version of the word \"lol\" meaning laugh out loud or just pronounced \"lol\" It can be used in exactly the same context as \"lol\"
1	vegiterian, vegetarian	2932319	The common misspelling of the word 'vegetarian' by males who, although they often insist they are dyslexic, are in fact, simply lazy. This misspelling often causes offended 'vegetarians' to stick insulting post-it notes on the offenders back. Common alias' of said male offenders are: Fox, LamFo, Liam, Lam, boy-in-AcapellaRockafella, criminal mastermind of Wonderful Criminals. Uses of the word Vegiterian: 1. Often used as an insult to 'Vegetarians.' 2. Can be used instead of using the actual name of a 'Vegetarian'. 3. Can be used to make jokes about the intelligence and observance of 'Vegetarians'.
1	hvae, have	2040135	a typo of the word have. What the official spelling, should be changed to.
	wigger, wigger	1560718	Kevin Federline: White boy who acts and dresses black....... He is the Poster boy for the word Wigger (wanna be nigger)
