label	pair	defid	definition
1	becca, cunt	3221693	a common name for a whore.One who sleeps with everyone including the nerd in school,most likely to sleep with another girls boyfriend (oh wait she did), also another word for CUNT. =) thanks becca davis=)
1	retarsh, retarded	5320779	A more politically correct way to say retarded.
3	cooliano, saying	2570873	another word for saying cool!
	blubbersac, blubbersac	4923036	the definition of the word blubbersac is to use it on fat people. it also decribes my busdriver and i use it on my friends when i get annoyed, and i scream it to them in a sarcastic way. blubbersac is a fun word to use and i call my class mates that since many of them get on my nerves. enjoy! :)
1	guyette, guy	3787181	A feminine way of saying \"guy\" when projected towards a girl/girls/ladies/or woman, in general.
1	semiconductors, transistors	1544538	People who cross-dress. Politically correct way of saying \"transistors\" (\"trans-sisters\").
2	jerko, done	1707865	A variation on the common term \"jerk\" that has become more personalized and trendy with the addition of the \"o.\" Similar to Lauguna Beach's \"dunzo,\" a variation of the word \"done,\" and \"nutso,\" the better way of saying \"nuts.\"
	knatch, knerts	4087175	A knatch is a small piece of hashish or marijuana.It's commonly used in Sweden and is derived of the word knerts, which means small piece (of anything).
	quoke, quaked	10969863	A mixture of the word quaked (another word for shook... \"I'm shook\",\"I'm quaked\"....technically the same thing) and woke
	laxadasical, relaxed	1871499	adj. 1. Having a relaxed attiude. 2. Not in a hurry 3. Mellow (Possibly a derivation of the word relaxed)
0	fishin, spitting	4529794	another word for spitting game. When Someone is hitting on another.
	burky, im	1795607	In other words, another way of saying im gonna have a bit of a vomit or something like it...
1	lul, lol	2442522	A n00bish way to say \"LOL\"
1	calender, calendar	12716703	Describes a time and place where one does not give a shit if the correct spelling of the word calendar is used.
1	cramp, awkward	438720	another word for awkward, when u feel uncomfortable about something. like when u get 2 people in a room who dont like each other, its cramp, for u and for them.
