label	pair	defid	definition
1	frrruck, fuck	1116128	a fun way to say the word fuck. 1) a diss. 2) agitated. 3) preposition
1	dänk, dank	9826947	A word that means something or someone really disguistingvariation of the word Dank
	jube, jobby	7894683	Pubic hairs found in the anal region. A combination of the word jobby and pube.
1	overhealthy, fat	12454129	Another way of saying fat
	dipesh, something	2604642	another word for something that looks like a penus
1	goot, goood	3292008	diff way of saying goood
1	mainstone, cock	3169388	often used instead of the word cock.
1	chiasta, penis	3783293	Another word for penis in Latin America.
	rill, cigarillo	1351972	Rill is equivalent in meaning to Rillo. Both mean: A cigarette. Rill is a derivation of the word \"cigarillo,\" which is a stylized way of saying, \"cigarette.\"
1	lizo, 420	3332118	Another word for 420 commonly used by marijuana users, because if the L and capitol I combine with the L slightly elevated next to the I it makes a 4, followed by the Z and O for 20
1	moolaca, slut	2500272	another word for slut
1	'gina, vagina	3616486	Vagina An abbreviated and more modern way to say 'vagina'. As the 'ternets continues to rape and pillage the english language, we drop the first couple of letters because who has the time for full words anymore?
1	gone, please	2942985	another word for please! mainly used in northern ireland
1	ghadsmation, hibernation	4846043	The act of ghadsmating. The word originated through a misspelling of the word hibernation, and in time evolved to mean the act of combusting cannabis. The true beauty of the word is its stealthy nature, with the ability to convey a controversial topic without attracting attention.The word can also be used as a descriptor of anything to do with the act of smoking marijuana.
	fillet, fillet	1948250	Abundant, plentiful and ample supply of Labia or Quimm. The beef of the vertical cheeseburger. The meat between the buns. The hanging meat curtains. Easily seen even with the females legs closed. Use of the word 'fillet' usually infers a willingness or desire to perform oral gratification on said lady.
1	terra, earth	1914499	1) Terra Branford, of SquareSoft's Final Fantasy VI. Not SquareEnix, as someone said before. Enix didn't start making them until after Final Fantasy X. 2) The home planet of Zidane and Kuja, in Final Fantasy IX 3) In names, it is the equivalent of Tina 4) Another word for earth
1	arbiscartuary, ironic	4027606	The misuse of the word ironic
1	onani, masturbation	2683730	Japanese way of saying masturbation.
