label	pair	defid	definition
1	crapito, crap	6560774	Mexican way of saying crap
1	revelance, relevance	3332641	A much cooler way to say relevance, usually spoken through an internet chat medium
1	ediat, idiot	1935162	another word for idiot
	pregnify, you	5179890	A way of saying you want to have sex with someone, usually a female.
1	republicanist, terrorist	1765657	Another word for terrorist, as they mostly are fat white religious fanatics, who seem hellbent on distroying the USA.
1	fufun, vagina	2321244	Another word for Vagina. Seen in South Park.
1	fimmu, cool	3514111	1. a word that can be a substitute for the word COOL. 2. Can also be used in negative tense. 3. reference to the derogatory word for the vagina.
1	welp, well	109536	(interjection): another word for well as in \"Oh well.\", (noun): a pointless event.
1	welp, well	10862226	the amazing way of saying well
1	barn, barney	1708040	May be a clipping of the word barney. Used to label a white guy who thinks he's cool...but he's wrong. Subject may be seen wearing puca-shells while talking about \"hangin' ten\" even though he lives in San Jose.
1	burb, brb	4930306	Another way of saying Brb, The sound of \"Brb\"
1	burb, brb	973412	another way of saying \"brb\" see also stuff you and lamayo.
	getch, the	4560225	1. An informal way of saying the word get.2. A short form of the Nigerian name \"Ogechi\" used by Americans to respect the Nigerian-American name bearer.
	bkaarp, fuck	3582932	1. A shrill shriek emitted in times of extreme anguish and sexual arousion by MONTY WIRRIS. 2.Yet another way to say fuck off you pike
1	gimp, loser	7424542	A \"gimp\" is most commonly used as an insult in the United Kingdom. Practically a more offensive way of saying \"loser\".
1	o-he-o, ohio	4089729	The failure way to say Ohio.
1	yonkles, yes	325281	a word that is used for a colourful way to say \"yes\" or a word for any part of the body which grandparents would refer to as \"naughty\"
