label	pair	defid	definition
	fustrated, fustrated	6110624	I come from an upper-class family (almost a hundred acres of sprawling countryside, a house the size of a small mansion, a half dozen vehicles, etc.). I am not as well-off as the rest of my family, but I know for a fact that \"f-u-s-t-r-a-t-e-d\" is the \"original\" spelling of the word \"fustrated\". You'r dictionary definition, which I found to be very insulting, has angered me to no end.
	newb, noob	1913531	Another word for noob
	newb, noob	6248694	a gay way of saying noob
	maygui, my	7296872	Another of way of saying my God or another term is get your GUI ou my bui
	ichihime, ichihime	6456237	Ichihime The most idiotic pairing in the show. This fandom is based solely on Orihime's unrequirited feelings towards ichigo.In fact half of the fans tend to base their arguments in the size of Orihime's breasts and the fact that she and Ichigo have orange hair, they also over react to any scene where Ichigo shows some kind of affection towards Orihime even if it's the same kind of affection he holds for his other friends like Ishida or Chad.Also lately the Ichihime fans have started with what I believe is the dumbest way of making their fave pairing look better, which is to Bash Ichiruki with an argument that it causes super-herpes which is only a lame way to say Ichihime is good (but it isn't) In the end even if Ichiruki does not become canon (because in the end bleach is a shonen) it will always be more possible to happen that Ichihime because Ichigo doesn't have romantic feelings towards Orihime nor has he hinted so, and despite the fact that he fights so much with Rukia he's said several times that she changed his world and is shown to be more desperate and concerned about her than he is about other characters whenever she's hurt or in danger. Orihime doesn't love him completelyHalf the people who like Ichihime are crybabies who don't really seem to be able to handle the truth and go on and on about how Ichiruki shippers or people with common sense badmouth them.
	dank, a	4306023	Dank another word for a bogan skank. a low class brisbane girl who goes to Loreto and lives in the Coorparoo, Holland Park Carindale area
	palig, is	4871435	The best girl you will ever come to know. loyal, adventurous, funny and extremely beautiful. the meaning of the word is doll or my baby (bala jan) in Armenian (the best language) but for serious, if you have her keep her and marry her, and if you don't... what are you waiting for?
	menno, cool	4898890	True meaning is 'Strong'. The name is originally from Holland (The Netherlands).Another word for 'cool' or 'awesome'. This usually affects a guy named Menno too, because he is very cool (or awesome afcourse).
	yo-yo-ing, wanking	4113921	Another word for wanking. It involves pulling the foreskin over and back and therefore yo-yo-ing is appropiate. Unless your circumsised.
	jackweed, dipshit	1085228	Just yet another word for dipshit, asswipe, loser moron, assclown, only I like the sound of it better. My greatest word invention yet.
	calzy, d**khead	5556340	A goose. Just another word for d**khead, or someone stupid, or doing something gay.
	foof, fart	9944270	When I was young a Foof was a politer way of saying Fart, usually used by children or by adults when speaking to children. By the way, I'm Welsh, so we would probably have spelled it Fwf :)
	wiilly, really	2159435	A wii-define of the word really.
	obvi, obvious	10952056	Slang for the word obvious
	obvi, obvious	1634839	Obvi is a concise derivative of the word obvious or obviously. It is pronounced \"ov-ee\" - easier said than read - and is popular among Brits. It came over to America and was pretty much spread 'round the US like an STD. Obvi was invented shortly after the English sent people to the US for colonization. The English were becoming more and more infuriated with these new colonists, and lost their patience with these rebels. A poor American was caught saying \"obvi\" on accident, and the Brits began to say it mockingly. Unfortunately, the mockers saw their foolish mockery become a worldwide trend. And a darn good one at that.
	byez, bye	1689609	an annoying way to say bye.
	riiight, right	278345	A sarcastic way of saying \"right\"
	oobagij, jigaboo	3230401	Pretty much the same thing as a reggin. It's just a way to say jigaboo with out getting your ass beat.
	breasticlay, breast	2480979	Another way of saying breast.
	k-fed, something	1525054	Another word for something that is white trash.
	wot, wut	12289011	another retarded way of saying wut or what, typically symbolizes \"what\" in the British accent.
	septic, epic	5608856	An adjective denoting the categorical suckiness of anything considered; a direct antithesis and negative reaction to the popularization and ubiquity of the word \"epic\" which is normally applied to anything that is considered awe-inspiring, breath taking, illuminating, etc.
	rearry, really	12732075	Another word for really... Only cool kids use this word to make people fell stupidThis is contagious and other people will start to say it
	roo, spic-a-roo	4162394	A derogatory term used to describe Latinos, particularly Mexicans. Taken for the word \"spic-a-roo\" in the movie New Jack City.
	zatch, a	1228912	Zatch is another word for a broad or female. Derived from the original name BIZATCH.
	ul'd, uploaded	3353299	Ul'd is short for the word Uploaded, as dl'd is short for the word Downloaded.
	gassa, weed	11173983	Another word for weed.It's heard in the rap group -The Misfit Mexicans
	atilio, very	3944953	An Atilio is a way of saying very smart, kind, and nice. An atilio will help you with anything at anytime and he never says no if its good for you.
	knauks, knocks	8084432	Knauks - An extremely posh English way of saying \"Knocks\" (e.g. Knockers) referring to a Woman's Tits/Boobs in other words.
	arcs, ask	2698752	A mispronunciation of the word 'ask' by people in the East End of London.
	leg, blunt	5124371	Another name for a marijuana cigar.Leg comes from \"L\" which came from blunt, so leg is another word for blunt.
	yse, yes	583720	An 11-year-old, AIM user's way of saying \"yes.\"
	cookie, vagina	10495555	Another way of saying vagina or pussy. Commonly used in the porn industry.
	cookie, vagina	3309349	1) A type of biscuit. 2) Another word for vagina, also know as pussy, fanny, and a womans gentles.
	lml, lol	9521443	The word LML is a thot ass way of saying lol. LML means\"Laugh mad loud\"It could also be used as\"Love my life,\" which is an antonym of FML
	lml, lol	5144710	\"Laughing Mad Loud\" . . . A ghetto way to say \"LOL\" \"ROFL\" \"LMAO\" \"LMFAO\" Etc. .
	merle, merle	1662863	A clone or doppelganger. Used mostly to avoid saying clone because it sounds too much like clown and clowns are evil. There are other forms of the word merle. For example: Merletiplicity- Having more than one merle Animerle-Looking like a cartoon character Merletiply-To notice more and more look-alikes of oneself.
	rodile, ridiculous	2214276	Another word for Ridiculous, shortened.
	dumbass, a	2710845	Something people call me just because i have a Low IQ. i take this term seriously and i dont think its funny. It's another word for a stupid person or someone who is no good at anything. Its an insult.
	retardo-montalbon, is	1849119	A reference to the famous Ricardo Montalbon, from the ground breaking TV show, Fantasy Island. This modification of the word is meant, however, to imply that some one is 'retarded', but at the same time gives props to a legendary actor.
	hehehe, hahaha	1862946	another word for hahaha.. i like hehehe a lot more better because i think hahaha is a word that a dumbass would use. hehehe, expresses happiness, joy. laughter.. etc...
	heshtag, hashtag	7180469	The incorrect spelling of the word hashtag by stupid people who don't know what hashtags are used for.
	salad, hair-	3959082	Another word for hair- the stuff on your head.
	rude, rude	1503209	This can be used a shortened version of the word rude boy. This abrieviation is often used by indie kids or other such tribes when describing rude boys.
	reunitation, reunion	5448055	The cool way of saying Reunion.
	w?, wtf	2312109	the lazy arses way of saying WTF?
	ablau, ablau	12772581	The word like many words come from a misspelled word 'alabu'. Alabu is a short cute version of \"I Love You\". The word became popular after its use by an unknown beautiful traveller, UCL Engineer and former London resident for her lover. She was doing long distance for majority of the relationship hence the word ablau was used to symbolise that miscommunication comes with distance but love is the end result.With time there became many uses of the word ablau. Ablau started being used as a question and became a short version of asking \"do you love me?\".The word with time also became popular for it's use as a nickname to refer to someone you love.
	ablau, ablau	12772214	The word like many words come from a misspelled word 'alabu'. Alabu is a short cute version of \"I Love You\". The word became popular after its use by an unknown beautiful traveller, UCL Engineer and former London resident for her lover. She was doing long distance for majority of the relationship hence the word ablau was used to symbolise that miscommunication comes with distance but love is the end result.With time there became many uses of the word ablau. Ablau started being used as a question and became a short version of asking \"do you love me?\".The word with time also became popular for it's use as a nickname to refer to someone you love.
	gayfix, gay	7881995	The addition of the word \"gay\" to Internet search queries to get LGBT-specific results.
	triangle, perfect	5692224	A new way to say perfect since a triangle has 3 equal sides which excludes: Acute, obtuse, Scalene, and Isosceles Triangles. The term originated in Mount Juliet TN by a local rapper.
	lurffles, love	8595857	A more obscure, unique, and special way to say \"love\". Used only for the most special of people in your life. Not to be used lightly as the use of it can insight intense feelings and marriage proposals.
	adorabahevenhoobendurgen, a	3899892	another word for a bug; can also be used a as random word when there's an akward silence. and really fun to say!
	starboy, gay	12372493	Starboy is a (noun) originated by a member of the queen street bloods of Inglewood,Ca starboy is another word for gay ,homosexual and fruity being called a starboy can be used when doing something gay.
	balrogged, ballrog-ing	6481843	To aggressively or epically troll an individual of such a high standard that it deserves a higher word than \"trolled\". The past tense of the word Ballrog-ing.Noun-Balrogg Verb-Balrogged adjective-Balrog-ing
	troll, troll	7127246	troll refers to a forum-user or internet user who acts in a nasty manner or spreads lies and angers others for his own amusement. The origin of the word troll: a bunch of geeks using the early internet who played D & D started calling each other after villain names-- like \"troll\" and \"ogre\". The troll, a notorious trickster, was used to refer to forum users who would post irrelevant or incendiary comments.
	bogisis, bogus	3005755	another word for bogus
	lollergy, laughing	2709123	Well, It's another word for laughing out loud just like rofl lol lmao
	cplspls, c	1314080	the cool way to say c++
	dickbone, a	12085230	Another word for a male's pelvic bone as females have another name for their pelvic bone. Sexist pigs...
	scusting, it	2855341	Like disgusting, except a chavvy way of saying it! Anything vile, ugly, smelly, gross etc can be refered to as scusting! It is an adjective.
	rendel, hot	8243416	Rendel- another word for hot, sexy.
	shtick, a	794159	another word for a skit or a funny, short play.
	odgeda, agita	3709752	Odgeda is a phonetic mispelling of the word agita.
	meth, methamphetamine	6259347	Meth, An Abbreviation for the word Methamphetamine, or Other terms include, Crystal Meth, Dope, Ice, Shake and Bake, Their are a few way to properly make these chemical highs, the Mexicans make in coolers, Yes like the cooler you store your soda pop in, another and more dangerous way to produce this chemical high, Is shake and bake, a cheap and completely dispicable way to produce this product, usually resulting in bad drugs, blown up homes, saddened families, people going to prison, the drug it's self, completely addictive unless the user really wants to let it go.
	chieftain, masturbation	572076	Another word for masturbation.
	xirtam, matrix	665265	A word coined by practicing Anthropologist D.E.R. Scott, to describe an new movement in Applied Anthropology. Xirtam is the mirror image of the word matrix. As in the movie, the matrix describes an alternate reality, lived inside computer code, and constructed by aliens. One named eno, the one, must decode the matrix(xirtam)in order to free himself. D.E.R. Scott says the matrix represents the way anthropologists used look at culture. \"We used only to describe it. Along with many social scientists we assumed culture was fairly static and there was little we could, or should do to try and change it. We particularly assumed we had no business to question the order, matrix, of cultures other than our own.\" With today's new urgencies many have felt that a change toward global peace will be necessary for our species' survival, Ms.Scott says this change is not only possible it is already begun: \"We are drawing on new ideas from all the social and physical sciences and we are \"paying it forward.\" Ms Scott says that change is not slow but exponential, and her ideas were inspired, in part by the movie \"pay it forward<\" featuring Halley Joel Osment.
	boom, hi	5084514	boom a word created by choppz origin New York New York......in short another way to say hi and bye
	ghetto, ghetto	1689829	The origin of the word ghetto comes from the dialect spoken in Venezia, aka Venice for english-spoken people, and probably was created during 1400-1500. It was used to define the place where jewish people live and have their bussinesses, separated from the oligarchy that ruled Venezia in that period , that was mainly connected with commerce on the Mediterranean Sea.I think people in Venezia could haven't believed that this word would have such a fortune. Of course this word can mean all the other entries are in this this useful slang dictionary.
	jorka, joker	3340562	a northern way of saying \"joker\" especially people from HUDDERSFIELD. lol
	phooney, funnypronounced	11795387	A cooler way to say funnyPronounced : \"F-oo-nee\"
	thuesday, tuesday	11931779	The way of saying Tuesday and Thursday at the same time
	bish, fish	4408129	(noun) singular and sometimes pluralthe \"unintentional\" or intentional mis pronunciation of the word fish and or bitch, which then becomes a slang word for a prostitute, female dog, or bitchy person/ marine organism.
	badderman, badman	2477574	Another Word For Badman Used For Describing Something Or Someone In A Positive Way
	asiatico, asian	5549187	Asian in Italian- a cooler/code way of saying asian.
	cattles, cattle	10840192	It's the plural of the word cattle, basically obese women.
	peaceemumoutt, bye	2426638	a way of saying bye in a gangstalicious way.
	tab, tab	2727713	To tab something, generally food or drink this is when someone will have something ie a drink a friend will say the word tab therefore if the person is going to give any of this object away he is likely to give it to th tabber
	droit, awkward	2632593	a synonym for the word \"awkward.\" droit is an abbreviation of the word \"maladroit,\" a more harvard way of saying somethings awkward.
	conserahole, libtard	8485304	(Con-ser-a-hole) 1.) Combination of the words conservative and asshole. A direct response of the usage of the word libtard used by ultra conservatives to denigrate anyone whose opinion deviates from their own. 2.) A militant society or individual that claims superiority by virtue of their religion, or citizenship and is intolerate of any other point of view other than their own.
	tym, time	2556818	Tym is another word for time
	fag, a	7086990	Short for faggot. Another word for a boy who is/acts \"gay.\" Usually an insult. May refer to a very metro-sexual boy.
	bushalaga, bullshit	11614635	another way of saying bullshit ..
	hockets, hockey	836305	Hockets is a common typo for the word 'Hockey'.
	stonky, someone	655694	A `sarcastic way of saying someone smells instead of saying stinky.
	dink, a	561125	Another word for a Vietnamese person. See also charlie.
	jessepees, winter	1671900	another word for winter, I have heard a lot of messed up ppl say this.
	lewall, laugh	3379005	kewler than LOL, LOUL, LAWL, LOLL, ROFL, LMAO a randomer way of saying LAUGH ...
	striggity, straight	1695099	variation of the word \"straight,\" meaning \"I'm good,\" \"I'm cool,\" or \"I alright doin what I'm already doin.\"
