label	pair	defid	definition
	jeje, an	4932613	\"hehe\" as misspelled by someone who is FAR TOO DAMN LAZY to move his finger half a centimeter to the left when trying to type an \"h\".Also, the word \"hehe\" as misspelled by someone who thinks spelling \"creatively\" is somehow a mark of individuality.
1	ne'ermind, nevermind	1775754	A \"Ye Olde English\" way of pronouncing \"nevermind\". Rhymes with fair mind.
1	impsing, imposing	5569325	1.Being a bother or annoyance while still being somewhat helpful. 2. Imposing without an \"o\" factor. 3. Not able to think for ones self; slave-like; doing the will of others without question. 4. A negative form of being impressive. 5. A typo when trying to type \"imposing\".
	wrld, the	4092730	1. A typo of the word \"World\"2. The way a dumbshit spells the word \"World\"
	burnter, black	12234770	when your blacker than the word black and you cant go back or any further
	drug, drag	6916375	n. Past gerundial form of the verb drag, as used by skaters and bangers.
	w0t, the	742262	A shorter version of the 1337 word \"w00t\". Also what happens when you're still up at 3:30 in the morning and your typing skills have gone to hell.
	böt, bloed	349173	reluctant comment about below-optimum circumstances. the word was originally \"invented\" by trying to type \"bloed\" (the german word for \"stupid\") on a linux console when the system went fubar immediately after setup.
	covfefe, the	11639427	Assumed to be a typo of the word \"coverage\", tweeted by President Donald Trump on May 30th, 2017, Covfefe has attracted the attention of numerous idiots on the internet, made evident by the number of Urban Dictionary entries it has gotten within 48 hours after the initial tweet, many of which are badly spelled, horribly punctuated or one of the same handful of insults over and over.
	scrote, the	3627996	the meaning for a worthless individual, is one definition, but in my terms its the short way of pronouncing the syllabals of the word scrotum-nuttsack is the real meaning.
1	dreaking, dreaming	1923964	A typo of \"dreaming\"; usually used when one is so close to the verge of sleep that one misses the typo.
	ken, a	3779726	A Japanese name meaning \" Health. \" Kens are usually healthy but weird people. Kens are people with kind hearts but still weird. Ken is also a shorter version of a longer Japanese name.
	squoze, squeeze	4086620	The past tense of the verb \"squeeze\". The more you say it, the more it sounds like an actual word.
	mahoneage, mahoned	3681216	Mahoneage (n) 1)Noun form of the verb Mahoned. 2)Used in an instance when someone has been Mahoned (hurt/made a fool of/embarrased/proved wrong)
1	loose, lose	263112	Increasingly common misspelling of the verb \"lose.\" The pronunciation listed here (L-ooooo-se) does not apply to this definition. The correct pronunciation of \"loose\" rhymes with \"goose\" and \"noose.\" The word many people think they are spelling, \"lose,\" rhymes with \"booze\" and \"news.\"
1	idak, idk	11143701	Not a direct meaning, usually a typo for 'IDK', If it's not a typo it usually means'Bitch, I don't care'OR'How the Hell am I supposed to know'
	w007, a	1870113	another dumbass shortening of several words, because the damn kids these days are too damn lazy to type out a full word. God damn it.
1	finna, gonna	5442211	Finna means gonna. It can also be viewed as a typo for gonna on the keyboard.
