label	pair	defid	definition
	moutrag, female	2040669	Another word for female hygeine products such as tampons or pantyliners. Pronounced Moot-rag Can also be used to describe a person of filthy nature.
1	elfshit, bullshit	2347730	Originated from a game of scrabble between 5 friends. When it was my turn i coincidently put down elfshit as my word. The more hysterical way of saying bullshit or literally elf shit
1	babiee, baby	2460014	another word for baby, babe
	beetrice, was	12471739	Beetrice, most commonly mistaken as Beatrice, is a nickname given to a person at random. The first well known appearance of the word was on the Game Grumps YouTube channel. It has no significant meaning.
	sentenance, sentence	6479317	A better version of the word sentence, used by more literall people.
	phenomorama, your	5947807	an o-rama of phenomenal-ness; a better way of saying your day is awesome
1	chiss, cheers	2905860	A sarcastical form of the word 'cheers'
1	kurt, gee	2097789	another word to describe society's collective sound; another word for gee.
1	nappers, boobs	3115689	another word for boobs used by sum guy's
	papple, a	1455796	another word for a cigarette. Started in the 80's by some teenagers who listened to Depeche Mode, Violent Femmes and so on.
1	latw, late	12441267	Another form of the word Late, also could mean that zae dork
1	siht, shit	578872	1.) The sly slip of a hand caused when making an arguement by use of curse words, in this case, the use of the word \"shit.\" 2.) A furniture set where all of the pieces may not match.
1	snorgle, snuggle	2208108	Effectively a mispronunciation of the word 'snuggle' - usually used in order to indicate the object of the verb as something excessively cute.
1	clutch, cool	4144270	Another word for cool or awesome a daily necessity
1	cyoon, cunnilingus	5943293	Another word for cunnilingus
1	beats, masturbation	638977	Another word for masturbation
1	valinga, vajayjay	2773469	1) A less trashy way of saying vajayjay! 2) The female body part that is unappealing to gay men!
1	poohnannie, pimp	646404	another word for pimp
	mifos, that	6031475	An acronym of M I F O S which stands for Maybe I Am Full Of Shit. It is usually attached to the end of an online post as away of indicating that whilst you currently believe what you are saying you are entirely open, in light of new or better evidence to accept that your argument / comment is invalidMIFOS is used to prevent potential flame wars and online arguments as it removes the emphatic certainty of the poster and acts as a way of saying that you may be wrong
1	brithday, birthday	1688635	A misspelling of the word birthday by some idiots.
	orbeesh, obese	3668105	The pronunciation an obese person makes of the word obese because they are too fat to pronounce it correctly. The mispronunciation is caused by the jiggling jugular in the throat area of an obese person as they speak.
1	goot, good	6161638	pronounciation of the word \"Good\" by many native groups in rural alaska. i've heard the word being used in Yupik and Inupiat villages all along the north slope, down the western coast and in the bristol bay area. sounds like soot, put, guut other short phrases: real goot, pretty goot, goot
1	goot, good	310199	I better way of saying good.
1	engeldick, dick	5756798	another word for dick with more emphasis on the \"dick\". Inspired by the deceased Las Vegas personality known to fire entire bands in a fit of rage and would throw microphones at his sound men.
	pwns, owns	329889	Stemming from the misspelling of the word \"owns\", being that the \"p\" key is right next to the \"o\" key. It does not mean the possesive \"owns\", but as in a form of domination, such as in a game or sport.
1	pwns, owns	21386	A misspelling of the word 'owns'.
	o.u.t.t.w.e, epic	5161518	stands for:-over use of the word epic. a deadly disease in wich the infected cant stop repeating the word \"epic\". this disease is HIGHLY! contagious and experts advice evrey one to stay away from any one with this disease. it is most commonly caught by nerds, runescape players, and pepole who think they are cool. it is thought to of started in nerd land due to lack of normal human beings and the spred of pepole trying to be funny. other meanings:- EPIC FAIL!
	wigga, white	412939	The term \"wigga\" is a combination of the word white and the racial slur \"nigger.\" Which has evolved to \"nigga\" with the common reference from African-American to African-American. The word basically refers to Caucasian males who have a psychological mindset, which makes them think that they are African Americans. They typically dress in hip-hop clothing (2 to 3 times their size), which they refer to as \"urban wear\". These people are typically wealthy Caucasian males, which live in the suburbs and do not have any affiliation or any idea of what the ghetto is like. White (Caucasian)+Nigga (Nigger)= WIGGA
1	babies, awesome	6322573	Another word for awesome or crazy, in a good way.
