label	pair	defid	definition
	para, instead	1391362	paranoid(short way to say instead of sayin it all) it defines the sentence but u dont say it as paranoid the person u talk to has to undastan the sentence
	sukme, fuck	6214113	another word for fuck off
	grease, butter	1102492	another word for butter or margarine. Originated by my grandfather, who's from the London area.
	carnt, cunt	995316	Another word for cunt, used often in whatnet channels by drug users <3
	brubru, can	5302562	There is no exact definition of Brubru. The meaning is interpreted as a nonsensical term of friendship or endearment towards a person of Orient. Perhaps a few loose meanings would be; little Asian brother, best Asian friend, and cool Asian guy. The context of the word can also be change within the phrase it is used.
	wewack, and	3218774	Wewack is a term used to define a retarded person. It is not a polite word. People often screw up their faces when they say the word and bang their knuckles together in a spastic fashion. A Wewack is genetically different from mainstream humanity due to a difference in their chromosomal makeup. The word was first derived from a school in Australia called \"Wewack school\". The school catered for special children, of which many (or all? )were children with Down Syndrome. The term \"wewack\" is most commonly used by people who live in the vicinity of wewack school. When saying the word \"wewack\" intonation should be raised for \"We\" and lowered for \"wack\"; also, the \"e\" sound is often stretched for emphasis.
	toot, cute	4882528	A way of saying \"cute,\" in a much cuter baby voice! Toot is a slang primarily found in Maryland and surrounding regions. It is very special in its usage, specifically occupied by girls who attend VT or Towson.
	plesh, pleasure	9497597	A shorter way of saying pleasure
	yep, yup	4882589	The incorrect spelling of the word \"yup\"
	ipot, ipod	2788722	Another way of saying iPod Touch. Apple's latest generation of the iPod.
0	clopper, pony	6858449	A small portion o the Brony community who makes, supports, and watches 'clop.' 'Clop' is another word for pony porn.
	twink, white-out	5734998	new zealand way of saying \"white-out\" or \"tip-ex\" whatever u call it
	hood, hood	8605217	meaning from the \"hood\" a slang term derived from the word neighborhood, which is commonly used in lower class urban aread among thug types and gangsters. example: boyz in da hood. a common phrase used is \"I'm so hood\" the website hood1.com centers around this definition of the word hood making light and fun of ghettoness and such
	poops, sucks	3922639	an adjective meaning not good. another word for sucks. garbage
	beauchene, faggot	10204296	A french insult. Beauchene is a direct slang for the word faggot. It can even, in harsher cases, mean the partner recieving the ass fucking in a gay relationship.
	hamster, pussy	4466786	another way of saying \"pussy\" , \"twat\" , \"cunt\" and good old vagina
	ftw, wtf	1719224	"Spelling: FTW (1)English Translation: Fuck the world. /phrase(statement)/ -\Often used to express a feeling of depression/unacceptance/frusteration. (2)English Translation: For the win. /phrase/ /adjective/ -\A term which can be originated to a popular game show \"HollyWood Squares\" when , on the final move contestants would announce their move was \"For the win\". -\Used oftenly when giving importance to a specific noun.(ei. \"My computer, FTW\") Thesaurus: -is better -beats -pwns (3) English Translation: What the fuck? Originatiton: WTF, \"l33tsp33k\". /phrase(question)/ FTW: Intentional spelling error of the word wtf to emphasise confusion and bewildredness. (WTF: See wtf)"
	ftw, wtf	2829150	It's another way of saying WTF. WTF= What The Fuck FTW= Fuck The What
	klrse, kl	6060271	A phrase you use after some makes a retarded claim. It is a mix of the word kl and course.
	kewl, coo	1022766	A White person's prononciation of the word \"cool\" Where the two o's are made to sound like \"ew\". As opposed to the correct way to say it, which sounds similar to the word \"coo\"
	fuentes, a	2644278	adj, a 1.to describe utter sexiness 2. another word for a fountain
	casuap, bastard	4235812	noun: another word for bastard, created when T9 word is unable to suggest the slander that you are clearly trying to spell.
	buckchoi, you	1786065	replacement for alot of words. Just another word for you not to get in trouble with swearing. replace the word with buckchoi i just made up the word from bok choy but this is how i say it
	monkey, penis	104217	Another word for penis.
	fife, future	5268690	Better way of saying future wife, on account of fiance sounds gay and French.
	rocketskates, was	3278864	The rapid body movement of a Halo player after swinging a locked-on Energy Sword. The movement often causes much frustration to other players (namely those who were minding their own business 20 feet away), and therefore a terminology of the word was invented.
	spics, speak	706240	Used as an offensive term towards hispanics, makes fun of their pronounciation of the word \"speak\".
	hai, hi	11464645	A very \"ODer\" (Online Dater) way of saying hi.
	hai, hi	6427531	gay way of saying hi or hey
	hai, hi	6224237	Cute way to say Hi. Looks so cute compared to the regular, hi or hello.Usually used for typing, but can also be said outloud. (H-i-ah)
	hai, hi	9759931	a cancer way to say hi, usually said on roblox
	hai, hi	4448687	A cooler way to say hi or hello. Originates from an Asian culture.
	hai, hi	995760	Husein's gay way of saying hi
	hai, hi	12198644	Hai is a funny way to say \"Hi\" or \"Greetings\".
	hai, hi	4099355	1. A Vietnamese common male's name.2. A weird way of saying 'hi' in English.3. Japanese for saying yes.
	hai, hi	5359708	A FOBby way of saying \"hi\" or \"hello\"
	tbhz, needs	5653220	When pronouncing the common internet slag acronym \"To be honest\" (Tbh) the word sounds like tbhz.Also during the creation of this word it was coined as a nick name for a work colleague, Natasha. This version of the word needs to be capitalised.
	pauta, you	9248839	The puertorican way of saying you have many followers on social media.
	techmology, technology	1488626	noun. A derogatory and purposeful mispronunciation of the word technology used to describe something that has impressed a person of lesser technical knowledge in order to show just how lame they are.
	squoozed, squeezed	2842716	Past tense of the word squeezed.
