label	pair	defid	definition
	scragger, scratter	3090288	Another word for 'scratter' commoners, etc :) Those who live in 'scratty' conditions.
1	dep, depressed	8311886	To be depressed; Slang term (Mostly used by popular highschool kids) as a shortened version of the word depressed
	chickabola, bootleg	2219960	a retarded way of saying bootleg. usualy said by retarded people. if you use this word in everyday speach; you are legally a retard.
	chickabola, bootleg	2220340	a retarded way of saying bootleg. only retarded/gay/homo butt buddies people say this word. if you use it in everyday speach you are a retard/fag/pussnagus hair eater. if you say this word more then once a day then you are prolly a GAY FAGGGGGGGG whos loves taking it in the butt
	anyme, anytime	6312934	a shortened version of the word \"anytime\" usually created in the form of typed text when ones hand covers the mouse pad during the typing of the word.
	ariel, dildo	2834423	another word for dildo,or fingerer
	ploxbox, please	4110508	Plox is a definition of the word \"Please\", while \"box\" is coming from the word XBOX. Ploxbox = Please, Xbox.
	kashneedle, intense	3270463	Another word for intense sneezing.
	efing, fucking	3782720	A censored way to say fucking
	sobes, sober	5962546	A shortened for of the word \"sober\".
	shawnce, penis	6212606	A new way to say penis/dick/cock etc. Originated in Poughkeepsie, New York by two men named Aric and Tom
1	lebanese, lesbian	3262227	coy way of saying \"lesbian\" in public.
	loli-cup, loli	1737857	1. (noun) Another word for loli which is someone who enjoys under age Hentai. 2. (propper noun) A chain of Boba restaurants...
	cac, cum	2113808	A weird way of saying cum
	late, later	710688	just another, shortened way of saying \"later\" or \"goodbye\" -- but usually only on the phone. you don't say this when saying goodbye to your friends after leaving a party
	late, later	449003	just another, shortened way of saying \"later\" or \"goodbye\".
	neek, neck	1933491	A northen way of saying neck.
	frak, fuck	2328765	A derivative of the word \"Fuck\", used to express frustration and displeasure amidst an audience which would oppose the use of \"Fuck\".
	jeje, hehe	1183980	1. Commonly misspelled, but far more interesting way of saying 'hehe' 2. The grooviest fish in the tank; may have an eating disorder and a couple other psychological problems
	conservative, patriot	941041	1. One who belongs to a silent majority group who, historically, is not concerned with voting in feeble opinion polls and ridiculous online word-bashing contests (See Presidential Election 2004, when nearly every major news network published \"national\" polls of John Kerry gaining the majority of votes from coast to coast. Note how when push came to shove this silent majority swept the election with a mandate... 2. One that typically exists to the right of the political spectrum, but by no means is required to be \"far\" in such direction. A conservative also recognizes the fact that when a decidedly \"far-right\" President is elected by marginal popular vote, the MAJORITY has spoken that it would even side with the extreme of one side to flee from the flimsy and weak views of the opposition. 3. An entity that understands that America was founded that its citizens may exercise individual freedoms without *government intervention; this right not the be misinterpreted that those with views dissimilar to the majority may resrict the fair practice of those in the majority, just that they may choose to believe differently without persecution. Unfortunately liberalism has yet to grasp this fundamental concept and would rather chase Christians with lawsuits than read a history book. Reread these 3 definitions also if you have lost sight of the definition of the word patriot.
	nutzo, silly	3332104	A cute way to say silly.
	negbro, negative	1276813	another word for negative
	generals, testicles	739967	*Another word for \"testicles\", similar-sounding to \"genitals\". *See Command & Conquer : Generals.
0	nigrem, people	4139364	another word for people of the black race
	pecks, pectoralis	482625	The shortened form of the word pectoralis major. Guys who take good care of there body and keep a physically active life style tend to get these. They are located in the area where women have there tits. Namely the chest. Girls like a good looking guy with nice pecks. They are usually very muscular. They look nice too. Wish i had nice pecks.
	ratchery, ratchet	6757974	1. Recklessness; Foolishness; Buffoonery 2. The noun form of the word ratchet
	whoolahay, omg	2358640	another word for \"omg\"
	schtick, stick	3426689	A better and funny use for the word \"stick\" originating from the \"deku stick\" item in the the legend of zelda, the ocarina of time game. if you are oosh then you are out of schticks invented by conor mahaney
	distractinator, distracting	4876269	Combination of the word 'distracting' and 'procrastinator' - Someone who's pulling you down from whatever task is at hand by distracting you with their non-work-related antics.
0	shomo, homo	5180596	Another term for gay, but not literally meaning gay. it is better defined as:A person who tries to show off and act awesome, when in reality they are fat dumbasses and everybody hates them.Their are two origins of the word:#1: The \"sho\" is from the word show, and \"mo\" is just the ending of the word homo.#2: The term refers to the current heavy vocalist of attack attack!; Caleb Shomo, who in reality, fits the definition PERFECTLY.
	forsheez, forshizzle	306988	another word for 'forshizzle'.
	cheney, dick	3715376	some one who is afraid to say the word dick. for all the cheneys out there, repeat after me: DICK DICK DICK DICK DICK DICK DICK DICK DICK DICK DICK DICK DICK DICK DICK DICK DICK.
	nixon, marijuana	3916895	another word for marijuana/weed.
	bffizzle, best	2932331	another word for best friends, derived from BFF with izzle attached at the end to make it pimpin
	jobbler, youre	1706029	jobbler another word for youre nob
1	reedik, ridiculous	3553811	a shortened form of the word \"ridiculous\"
	carrot, pussy	7066300	The annoying directioners. Normally between the ages of 8-12. A new directioner. A directioner who has just entered the fandom and feels as if they have to connect everyday words to one direction. Normal directioners will just ignore the use of the word \"pussy\" but carrots will automatically be like \"ermahgerd hazza1!!1!!\"
	gullet, throat	1116726	a funny way to say throat
0	arse, crook	3066323	\"Arse\" n. 1. Arse is usually a derogatory term used to label one's posterior or backside or bum or what have you and 2. Arse can be used with the same derogatory inference to describe a person. In Australian variation English, depending on the context, \"arse\" might connote something with a more neutral inference adding humour to the flavour of a discussion. In American variation English, \"arse\" is usually written and pronounced \"ass\". In Standard English, \"ass\" connotes mules or donkeys. As English has become the 'international language' and many countries have adopted English as their national language as a consequence of British imperialism, particularly in the 18th and 19th centuries, over time the language has been adapted to the local landscape and been shaped by various influences. Examples like the 'arse/ass' dichotomy abound. In Australia, no one gets upset if they are asked if they are \"crook\". Americans rebound in insulted horror at the use of the word \"crook\" to describe their well-being.
	quest, fuck	6161705	In Fremont, CA, there is a highschool called Irvington. Here, students are required to pass 3 benchmark projects to be able to graduate. The most gruesome of all is Quest, the senior benchmark. This sinister and hated project has been coined as a new campus curse word as of the year 2012, an alternative/substitute for the word \"fuck\". Any non-seniors who use this word gets Quested up.
	dun, done	3948832	slang for the word \"done\". Used when you have completed or quitting a task. It is also used to describe when you are bored. Nihilists often use this word. It is popular when using this word to spell it out.
	dun, done	2074382	contraction or slang of the word done
	dorko, dork	3409879	A slang version of the word dork. Like goober.
	dicklejuice, cum	3511309	one. a salty liquid that is exited through a penis. two. another word for cum. three. only people that like salt will highly enjoy this.
	wtft, wtf	2692867	\"what the french toast!?!\" The way to say wtf in a younger group of people or peoples.
