label	pair	defid	definition
	eep, fuck	3156398	another way of saying fuck, or the eep language.
	pearce, someone	3954119	a way of saying someone or yourself is completly drunk.
	iiy, iight	1751316	iiy is another way of saying iight.
	handos, handles	3535034	The ultimate sign of respect coming from the Meksikan God father, Fernando of San Fernando CAlifornia (city named after His majesty). Only the chosen few can receive \"Handos\" in their life time, and only those strong enough have witnessed it. Not everyone can give them out. So many ask \"how do i give Handos? It's quite simple really. First you and the person you are giving handos to make a fist. Then you reflect on all the laws you have broken throughout your life in less than a second and pound your fist together. Once the act of Handos has been completed, the person who received the Handos is free to give them to who ever he wishes. There are a couple of rules, though!!! A person who has never received Handos (a handos virgin)must receive his first Handos from His greatness, Fernando of San Fernando! This is a crucial step that cannot be skipped!!! If a Handos Virgin receives his first Handos from anyone else besides Fernando, those Handos are unofficial!!!! Anyone giving unofficial Handos will have to deal with Fernando himself and his 2 most trusted associates, Domingo and Gursi. This is an automatic death sentence. So what are Handos really? Handos is just a way of saying Handles, but sloppier. Going to heaven is ALMOST as good as getting handos, but not quite as satisfying. How can Handos help u in life? Lets say you are competing for a job against some nerd who has a Masters degree from harvard and a Doctrine from Yale. You only have a High school diploma and a rubber band in your pocket. But you also tell the interviewer that on numerous occasions you received Handos. Who gets the job? You guessed it, You do!! So ask not what Handos can do 4 u, but what u can do for Handos.
	soui, yes	3856419	A combination of the french and spanish forms of yes: Si and Oui. Another way of saying Yes.
	kewlbee, cool	4894484	Another way of saying cool usually in a conversation with other people.
	jklolz, just	3573554	A way of saying just kidding and laugh out loud, in a short and simple manner. using the hip terms from the internet jk and lol including a z
	retarted, retard	5019815	The wrong spelling of the word Retard. Ironically, calling someone a retard and misspelling the word, actually makes the accuser a retard. Retarted is not a word, Retard is. Don't make yourself look retarded, by misspelling the word retard.Commonly used by dumb ass YouTube commenter's, and dumb whores on facebook.
	cereal, serious	2998008	another way of saying serious
	momerize, memorize	5651547	1: The act of a mother punishing her children/children's friends. Often used to describe a tongue-lashing. 2: When a friend acts like a typical mother, perhaps by nagging. Often used with \"You sound like my mother!\".Derived from a misspelling of the word \"memorize\".
1	beird, beard	4889198	The true spelling of the word 'beard.' Saying 'beard' is like saying the past tense of the word 'bear,' as in \"Whoa! Yesterday, there was a BEARd.\"It's true. Sound it out: bee-ird. As in that furry thing hanging from your jaw.
1	lwypyp, lol	1481895	lwypyp means \"laugh while you pee your pants\" it is another way of saying lol or \"laugh out loud\"
	fullproof, fool-proof	6465994	how uneducated people spell fool-proof. despite any arguments for the validity of the word \"fullproof\" the correct spelling literally means 'even a fool couldn't get this wrong'. clearly the spelling of the word fool-proof is not fool-proof.
	s^^, hello	1106585	supup? another way of saying hello what is up. two arrows up make it more elite.
	koont, cunt	139319	Another way of saying cunt as an insult, except much cooler. Sooooo...it's calling someone a vagina, yes.
	mahfucka, motherfucker	1892270	Another way of saying Motherfucker.
	squinna, pinna	5739868	Squinna= another way of saying Pinna which means pin dick or little dickYou can say squin as well it's just shorter then saying squinna
	yhiah, yeah	11382476	another way of saying yeah, but in a funny way, a way my mate's dad says it.
