label	pair	defid	definition
	hoogs, hugs	1359937	An alternate spelling of the word \"hugs\", used in online discourse for comedic effect.
	frying, something	8185389	Something cool. You use this word when something was good, nice , etc. You can use it for when you had a good time. ; Another way of saying something was turnt.
	dirth, dearth	1665293	phonetic spelling of the word \"dearth\", which means \"an insufficient quantity or number\"
	hut, hot	11936135	a funnier spelling of the word 'Hot' used in a more flagrant way.
	ting, something	12244339	(Slang) Another way of saying \"something\" or used to describe someone.
	favourite, favorite	1125375	A common mispelling of the word favorite by faggots such as snapbean2005
	dujbag, douchebag	5096757	Another way of saying douchebag.
	ignet, that	390697	Another way of saying that a person is ignorant.
	nuvb, nub	3091474	A misspelling of the word nub.
	pheanding, feigning	3521905	A severe misspelling of the word feigning. Commonly misspelled by people of the westchester area, or more specifically, mahopac girls
	glonous, glorious	5696713	A misspelling of the word \"glorious\" printed on some chopstick wrappers from chinese food resturants. It is also sometimes used as a word that sounds dirty but isn't.
	ghey, gay	4280032	Alternate spelling of the word \"gay\". Ghey does not refer to a person or situation in a sexual way, it meerly states a distaste for a certain situation or person.
	ghey, gay	4993926	The derogatory spelling of the word 'gay' without meaning any offense homosexuals
	yerty, ok	11966622	A greeting (hello) or (goodbye), sign of agreeing, a way of saying ok. An answer to anything.
	octoberfest, oktoberfest	1929280	Common misspelling of the word Oktoberfest. Go there if you want to find out about drunk Bavarians, Americans, Australians and Japanese.
	word, things	12480032	Another way of saying things are good or a greeting. Rappers sometimes (a lot of the times) use this word.
	faggot, fagot	7848137	A misspelling of the word \"Fagot\" which means \"a bundle of sticks\". Many idiots believe that it is some kind of homophobic slur.
	porky, fat	4332017	1. A famous pig from Looney Toons. His signature gimmick is his st-st-stuttering speach impediment. Best known for greating the, \"Ebade-ebade-ebade-ebade-that's all folks!\" 2. The correct translation for Pokey, a main villain from the Mother/Earthbound series. Often described as \"pig-like\".3. Another way of saying fat.
	poing, point	4594134	to verb a noun with your noun.Also, a misspelling of the word point, transformed into sexual innuendo.Also, penis.
	lel, lol	12134523	lel- a way of saying lol but s a memer
	sniyat, aight	610593	another way of saying aight except used in a more sarcastic way.
	empitome, epitome	3787229	The second most common misspelling of the word 'epitome.' Its usage is popular among pompous fucks who think they are better than those saying epitomy; attempting to sound sophisticated. Ironically, it is the exact pronunciation of the very word many fail to spell correctly.
	yuppies, yup	12287232	The word yuppies is a way of saying yup or yeah, if you wanna sound lit
	beastie, something	1137346	A way of saying something is of a large quantity or size, or maybe has a large animal characteristic. In many cases can also replace the word fat.
	suicide, f*ck	12600618	A way of saying f*ck life! And f*ck you all!
	scamaz, scam	12084565	another way of saying \"scam\"
	bewty, booty	11560388	Another way of saying \"booty\".
1	lami, lmao	1938958	A common misspelling of the word \"LMAO\" (laughing my ass off). Mostly used by people who cannot spell. People who make this typo say they are dislexic. When they really are not, and just don't want to look bad/stupid/retarded.
	bruh, bro	402612	Another way of saying bro.
	oftenly, often	823863	another way of saying often times.
	wookie, wookiee	4338245	A fucking common misspelling of the word Wookiee, which is the name of a fictional species in Star Wars.
	butthead, that	8164211	Used by kindergarden to 6th grade as a way of saying that you're a lil shit.
	librat, liberal	11642444	Another way of saying liberal. A liberal who it a complete brat.
1	sekses, success	11990393	the new era spelling of the word \"success\"
1	sorotities, sororities	3033151	A common mis-spelling of the word sororities, pronounced sore-titties. May result in immediate giggling and sometimes snorting. Sorotities may be used to replace common body ailments, like a sore back or leg from running
1	ffwc, fuck	6486882	Welsh phonetic spelling of the word \"Fuck\", first coined by UKH on the Rugby Rebels / Now Rugby forum. Similar to the Irish use of the word \"feck\".Verb: vulgar.1. Have sexual intercourse with (someone).2. Visit considerable violence (upon someone).Noun: vulgar. An act of sexual intercourse.
	she-it, shit	2668771	another way of saying shit but not actually saying it
	pultrudinous, beatutiful	5617507	a another way of saying beatutiful, gorgeous or down right naturally sexy.
	lolzzzzz, lol	4056433	LolZzZZz is just another way of saying LOL or the very simple LOLZZ but in a more extreme way . It shows more of histerical laughter then a simple \"hehehehahaha\" . Actully , this internet slang was created by a typo .
1	rusky, husky	5815901	Russian P.O.W.s during WW2 were described as being \"rusky\" or \"rusked up\". It's another way of saying \"husky\". Anyone that knows a Russian can confirm this. It's a bi product of the Russian Physical Education curriculum.
	superlicious, someone	2439476	another way of saying someone is perfect in every way
	yuu, you	3112297	An alternate spelling of the word \"you\" used by retards and \"cool\" kids. May be confused with \"yoo\" or \"yhoo\" which are equally retarded. The usage of this bastardized spelling can not be justified for SMS messages or Instant Messenger conversations as the original word contains the same amount of letters and is not very hard to spell. (hopefully)
	yuu, you	3114580	An alternate spelling of the word \"you\" used by retards and \"cool\" kids. May be confused with \"yoo\" or \"yhoo\" which are equally retarded. The usage of this bastardized spelling can not be justified for SMS messages or Instant Messenger conversations as the original word contains the same amount of letters and is not very hard to spell. (hopefully) People who would use this word: Teeny boppers (\"yuu were totally liek awesome\") Retards (\"yuu ahehe ghaeh\") Cool kids (yuu comin to play som footbawl?\") Anyone trying to be different (\"yuu think i'm a fag coz i'm differant\") Lazy people (\"do yuu tink im lazi\") People who wouldn't used this word: Anyone with +2 brain cells (\"What the flying fuck are YOU talking about YOU moron!\") Source: Cool kids must die., Earth
	obee-kaybee, ok	1081051	A way of saying OK. Used origionally on Bill Cosby's show, Fat Albert, it became awesome enough for me to recognize when re-introduced in The Boondock Saints<3... Best if drawn out when spoken, and said w/ an irish accent...
	aquired, acquired	2542920	A mis-spelling of the word acquired.
	sprunkle, sprinkles	11060084	A way of saying sprinkles, but keeping the hood mentalilty behind it, so you don't look soft to those reading.
	afrika, africa	2681667	The Germanic/Dutch spelling of the word Africa. From \"Zuid Afrika\" which was the name for South Africa given by the Dutch settlers who founded, claimed and built the country that was then unjustly stolen from them by the immigrant hordes of low intellect backed up by left wing, bleeding heart, liberal swine. Afrika, is primarily the Nordic European spelling of the English Anglo word.
	jate, goodbye	62968	A way of saying goodbye.
	jate, goodbye	62972	Another way of saying goodbye.
	shfnx, thanks	4055399	a way of saying \"thanks\" that is only one letter short. sounded out like Sh-fanks. said when texting or IMing. most scene, emo, rebellious, or punk kids say this when they try to act cool.
	yerah, you	2435013	A way of saying you've gone mad over something. Usually said in an extended \"YYYYEEERRAHHHH\".
	judgemental, judgmental	6902281	a common misspelling of the word \"judgmental\"
	luigi, someone	12719814	Luigi means Mank,ugly or triple gay. It also is another way of saying someone thinks traps aren't gay.
	enit, init	2273330	another way of saying init
	haysooz, jesus	5089525	1.) The Mexican pronunciation of \"Jesus.\"2.) A more playful/sarcastic/humorous/et cetera way of saying \"Jesus.\" Is used in place of Jesus. Also used to emphasize a point or statement.Pronunciation: \"hey-zeus.\"Only to be used online. Do not say haysooz in real life unless you are addressing someone who's name is actually Jesus, or else you will sound like a complete asshole.
	nithbug, nothing	5689577	An alternative spelling of the word \"Nothing\", as proposed by the Apple iPhone's auto correct.
	store, sleep	5088965	The \"store\" is another way of saying sleep. If you want to use store instead of using sleep then you must play according to the rules:-If you are tired you have to say \"I'm very store\" -If you are about to go to sleep or bed you say \"I'm going to the store\" -The word \"dream\" does not exist in this dictionary, but TV shows do. So when you're in the store, you are watching TV. -You cannot say \"wake up\" instead you say \"you're leaving, or left the store\" -You may watch scary shows while at the store, so you cannot say you had a nightmare, you say \"there were scary shows playing at the store\" - If you cannot store, you say you are locked out of the store. -If someone asks you to leave the store, but you are very, very store, you tell them that you are locked in the store. - If you are talking to someone and they accidentally say one of the words that do not belong, you have to pretend you do not know what they are saying until they figure out their mistake and are able to correct themselves.Don't worry, you'll get the hang of it.Have a nice time at the store! :)
	blessed, blessed	2897029	blessed is a way to say everything is cool, another way of saying blessed is \"bumper and breast\"
	plauge, plague	7342283	A common misspelling of the word \"plague\" usually used by people who are either too ignorant to know the difference or by people who became too eager to type the letter \"u\" that they accidentally misspelled plague.
1	kuwal, ebb	9751498	to steal something from someone, or another way of saying ebb
	wizard, something	7093719	Another way of saying something is good or cool.
	ebusy, busy	3736022	Electronic busy most commonly referred to as Ebusy refers to the growing trend in electronic responsibilies at work. As more and more people find themselves spending a majority of their work time focused on tasks such as email, e-tail and e-commerce, the descriptor of ebusy seems appropriate to describe their growing work load. Origins of the word stem from the accidental mispelling of the word \"busy\" by a member of a large internet discussion group. The group, known as \"The MoF,\" on the bulletin board Scubaboard.com popularized the word and brought it into everyday usage.
	baffle, werd	509192	another way of saying \"werd\"
	facesh, seriously	6618692	Phonetic abbreviation for the word facetious.Typically coupled with the word \"no\" (i.e. \"no facesh\") as another way of saying \"seriously\" or \"for serious\".Also pronounced and spelled \"fasheesh\" or \"faceesh\".
	bullsnatch, bullsh*t	3222221	another way of saying bullsh*t
	madafqa, motherfucker	8776279	A badass gangsta way of saying 'motherfucker' while chewing something.
	lité, lit	10927547	Lité is the bootleg French version of the word Lit. Another way of saying Lit, Turnt,Or crunk.The word is pronounced (Lee-tay).
	debautury, debauchery	4491419	A misspelling of the word 'debauchery.'
