label	pair	defid	definition
	whaen, when	4215791	A horrible misspelling of the word \"when\". Often used when instant messaging.
	u, you	2208158	Shortened, Internet spelling of the word \"you\".
	repervitarted, repervitarded	1597590	A misspelling of the word repervitarded.
	smexual, sexual	7589088	1: Another way of saying sexual but in a humorous manner.2: A video where characters are photoshopped of their bodies using gmod or some image, putting their heads in a black background or another image, then using their soundboard to make them say inappropriate things.
	peacelovemichaelguss, good-bye	6528731	Another way of saying good-bye, only cooler.
	syab, goodbye	5654419	another way of saying goodbye in the northwest of england. pronounced 'seeb' or 'seeyab' stands for see you and goodbye
	rofod, romford	5666271	gangsta way of saying \"romford\"
1	drak, dark	104654	Misspelling of the word dark.
	saweet, saweet	3031930	1. A way of saying saweet, just better sometimes 2. A song by dj aazron dawg, on his debut album, \"Big Idiots\" 3. Hey Guys
1	duhfur, duh	6747503	A way of saying \"duh\" while sounding like you're knowledgeable about world events.
1	hepl, help	207841	A misspelling of the word 'help', often typed when the typer is in extreme need of help. First seen in MMORPG's, like Everquest.
	shizzletastic, something	1789698	Shizzletastic is a combination of the words shizzle and fantastic. It is a way of saying something is good except by saying shizzletastic it puts that thing onto a whole other level of amazingness. If something is shizzletastic it is practically god like, in fact it could probably kick gods ass by just thinking about it, thats how good it is to be shizzletastic. Also words like shizzleistic, shizzlebombastic and shizzleicious all mean the same thing and can be used instead of shizzleistic at any time.
	shizzletastic, something	1809818	Shizzletastic is a combination of the words shizzle and fantastic. It is a way of saying something is good except by saying shizzletastic it puts that thing onto a whole other level of amazingness. If something is shizzletastic it is practically god like, in fact it could probably kick gods ass by just thinking about it, thats how good it is to be shizzletastic. Also words like shizzleistic, shizzlebombastic and shizzleicious all mean the same thing and can be used instead of shizzleistic at any time.
	emp, fail	5033085	Epic Motherfucking Phail.A fail so epic that not only did the spelling of the word 'fail' change, just for that moment but it also fucked several mothers.
	uerea, area	5716533	modern spelling of the word area. As taken from SNL
	buhbee, baby	3241856	1. a term of endearment normally used by girls towards there boyfriends. 2. another way of saying baby; the cuter way
	skam, idk	2653697	sorta kinda almost maybe...just another way of saying idk
	lethal, something	11952778	A way of saying something is cool.
	twiz, quiz	1303866	Ramwa way of saying \"Quiz\" or \"Test\"
	stalkaholic, someone	2339061	someone who is addicted to stalking,whether it is a celebrity, former boyfriend/girlfriend, or animal; a way of saying someone is obsessed about something
	faiiike, fuck	5688783	interchangeable with, \"daaamn\" or \"shiiit\". Basically another way of saying \"Fuck\".
	boboboshea, someone	12227248	Boboboshea means somebody breath stink this is another way of saying someone breath think without them knowing
	mkay, okay	1146807	Another way of saying Okay.
	rudmila, animal	381327	(1) Comes from the greek word muatyin which means snake. (2) Another way of saying animal.
	awds, this	2621690	\"AWDS\" are the most used keys in PC games, especially in FPS's and RP games. The keys are laid out and pressed like this: Q 2 E 1 4 3 Respectively it is the left hand layout: 1=ring finger, 2=middle finger, 3=index finger (respectively), and 4=middle finger (after pressing 2). Usually in these games these keys are pressed when the player is about to reply to a message but soon becomes busy and can not reply with a proper message, FORGETS TO DELETE/SEND MESSAGE AND IS TRYING TO FIGURE OUT WHY HE CANNOT MOVE! :O ... then realises :/ Because the player is pressing all those keys so many times it can look like this: awdsawdsawds (sometimes jumbled but also this makes \"sawd\" - just another way of saying this combination)
	iiy, iight	1751316	iiy is another way of saying iight.
