label	pair	defid	definition
	gruss, gross	2938444	Another word for, or another way of saying \"gross\".
	lolz, lol	7031165	\"Lolz\" has two meanings. the first meaning is another way of saying \"lol\"but the second meaning is the mostly used abbreviation which is \"loving orange Latino zebras\"
	lolz, lol	11099414	not to be confused with (lols), it is another way of saying lol, except in a cringy and annoying way, we've all used it once, so don't worry!
	trizzick, trick	2308409	nigga way of saying trick
	arguement, argument	1966601	The alternate spelling of the word 'argument' in British English, as with 'judgment' and 'judgement'.
	lubeless, painful	4298608	Without lube. Another way of saying painful
	sorald, your	5762135	a way of saying your sorry in a way that means your not sorry at all.
	chillz, goosebumps	4737197	another way of saying goosebumps or when u just get cold.
1	jurk, jerk	4965127	The correct spelling of the word jerk according to teens.
	cudi, pussy	3877289	a way of saying pussy
	homoerotersizem, homo-eroticism	4244055	The spelling of the word homo-eroticism by Bill and Ben from Pulp Sport
	fashazel, fasho	1573810	another way of saying fasho or fashaganoff. for sure. norcal origin; from e-40, the inventor of slang
	be-jota, blow	1076562	Another way of saying blow job (BJ) be is B in spanish. jota is J in spanish. Hence the word Be-Jota.
	fruite, fruit	5296356	1. the misspelling of the word \"fruit\"2. a new term for one badass motherfucker (Pronounced: fru-tay)
1	ne, no	943454	Another way of saying \"no\" (Antonym = Naw)
	captaser, bastard	2804135	The Incorrect T-9 Spelling Of The Word Bastard.
	gyeah, yes	1296210	another way of saying \"yes\" when you're COOL, LAID BACK, OR HIGH. lol
	cumdumbster, cumdumpster	2318367	(n.) - A misspelling of the word cumdumpster.
	dial, dick	3960252	A common misspelling of the word dick while texting.
	smushmorshin, abortion	2769328	Another way of saying abortion except without saying abortion. Used in the movie Knocked Up when one of the characters says,\"why dont you just go to the smushmorshin clinic and get a smushmorshin\".
	armin, aramin	2025698	mis-spelling of the word aramin(n)
	kiki, kinky	5450768	Another way of saying kinky.Any girl who has a noticeable kinky side waiting to explode.
	peaceonelove, goodbye	3512194	The combination of the slang terms peace one and one love. It's a way of saying goodbye and conveys an overall message of good faith. Can be abbreviated as pol, P.O.L, and pc1<3 coined by John Francisco in the summer of 2007.
	peaceonelove, goodbye	3512195	The combination of the slang terms peace one and one love. It's a way of saying goodbye and conveys an overall message of good faith. Can be abbreviated as pol, P.O.L, and pc1<3 coined by John Francisco in the summer of 2007.
	nighters, goodbye	375379	1) a way of saying goodbye at night 2) a shortcut for goodnight
	led, mate	852125	LED is another way of saying MATE or DUDE.
	streblo, lobster	2032248	A respelling of the word \"LOBSTER\" in the Quicktime video, \"Pistachio Pudding Makes Me Feel Sick\". It is fictional and had no real definition.
1	knoe, know	241719	1. Another spelling of the word \"know\". 2. To understand, to be informed.
	biome, environment	6535902	Another way of saying \"environment\". Popular among video game players, especially frequent MineCraft players.
