label	pair	defid	definition
	apologe, apologize	2767199	1. an unrather, or rather uncommon misspelling of the word \"Apologize\", or it's other forms 2. A made up word by Innernet Moguls from Nuwarez.com 3. Leet speek, in the same form of own3d
	tiff, girl	914508	Another way of saying girl. Just tired of using hey \"girl\"
	kneegur, nigger	2897179	A spelling of the word nigger Commonly used to get around swear filters.
	dig, you	12307336	a way of saying you really like a certain type of food
	streblo, lobster	2032248	A respelling of the word \"LOBSTER\" in the Quicktime video, \"Pistachio Pudding Makes Me Feel Sick\". It is fictional and had no real definition.
	merkuns, americans	3059597	Another way of saying Americans. It is common for liberals to refer to people from the south as Merkuns
	moal, mole	6402967	another way of saying mole of moley, comes from moal sounding like mole
	cud, cuz	2461706	Another way of saying 'cuz', often used in year 12 2007 at Epping Boys High School. Made popular through a conversation in year 10 elective history where two boys were impersonating African American slang, one of the boys said the word 'cud'. When asked what it was, he replied 'Paul Walker says it in the fast and the furious' Since then it has spread and is often used by many of boys in the form.
	scuff, skank	9580645	Another way of saying skank
	unthoughtlessness, thoughtfull	3404830	A way of saying thoughtfull but at the same time making it sound like you're the kind of guy/girl who uses big words
	willow, pussy	11638713	You are a Pussy. Just another way of saying pussy.
	badarse, badass	4320464	Badarse is a way of saying badass when you are in a place where you might get in trouble for saying badass. There may be variations on this such as badonkadarse, as in \"check out the badonkadarse on the chick\"
	j00z, jews	1998094	Alternate spelling of the word \"Jews\".
	petafile, pedophile	3116704	It is a misspelling of the word pedophile.
	petafile, pedophile	3211568	1. misspelling of the word pedophile. 2. a person who becomes sexually aroused to animal right activists.
	bebe, baby	658798	Another way of saying baby to your baby
	rawny, horny	3029882	Another way of saying horny, combines with the word rawr(suggesting something to sexual)
	peaceonelove, goodbye	3512194	The combination of the slang terms peace one and one love. It's a way of saying goodbye and conveys an overall message of good faith. Can be abbreviated as pol, P.O.L, and pc1<3 coined by John Francisco in the summer of 2007.
	peaceonelove, goodbye	3512195	The combination of the slang terms peace one and one love. It's a way of saying goodbye and conveys an overall message of good faith. Can be abbreviated as pol, P.O.L, and pc1<3 coined by John Francisco in the summer of 2007.
	t.h.o.t., slut	9155807	Meaning (that hoe over there). A thot is a hoe that's a side piece to someone who's in a relationship. It's another way of saying slut.
1	discobobulated, discombobulated	352673	A misspelling of the word discombobulated.
	dujbag, douchebag	5096757	Another way of saying douchebag.
	shwizzle, word	6136453	Another way of saying word; An affirmative response to a surprising or pleasing statement. Interchangeable with \"shword.\" Word!>Shword!>Shwizzle!
	yuppies, yup	12287232	The word yuppies is a way of saying yup or yeah, if you wanna sound lit
