label	pair	defid	definition
1	relative, cousin	1207051	A way of saying cousin without actually saying it. So if your a blood, and you don't want to say cousin or cuz, you say relative.
	ordinart, ordinary	5550037	- n (ord-n-art); (1)uninspired art created only for commercial purposes, usually at the order of an excitable, but un-talented executive; (2) mis-spelling of the word 'ordinary' brought on by typing too quickly on a QWERTY-type keyboard.Not to be confused with commercial art, which can be inspired but still has the stigma of preying on hearts and minds to part hard working assholes from their milk money.
	lumero, lighter	2113335	another way of saying lighter in jersey (channel islands)
	bookface, facebook	4072664	A way of saying facebook without sounding loserish
	tacata, toccata	6655272	Misspelling of the word toccata, meaning touched (often musically), affected, to feel, mad or insane. Misspelled in the song tacata by tacabro.
	broziff, bro	1911241	another way of saying bro, mainly used for close friends
	gonnegtion, connection	4657983	Gonnegtion is term used in the novel The Great Gatsby. Meyer Wolfsheim mistakenly takes Nick for a criminal and asks if he is looking for a gonnegtion. The word is a misspelling of the word \"connection\" in order to emphasize Mr. Wolfsheim's pronunciation. Many people have been thrown by the word, and have scrambled to dictionaries in hopes of getting a definition.
	alterior, ulterior	6054996	A non-word that is the frequent misspelling of the word ulterior. Only \"loosers\" use the word alterior.
	chitwood, that	11868053	A way of saying that you have a teacher that doesn't give a fuck about homework and who gives you the answers during tests. Usually Teachers who are Chitwoods are very attractive
	pzeoples, peoples	2607593	a way of saying peoples
	impermance, impermanence	6325625	The incorrect spelling of the word Impermanence.
	pedophille, pedophile	6370395	A misspelling of the word Pedophile
	heys, hi	4152499	it's just another way of saying hi
	turrent, turret	897208	A common misspelling of the word \"turret,\" usually made by people with a fourth-grade education.
	turrent, turret	11268465	Common misspelling of the word \"turret\", which is a type of machine gun, usually misspelled by a person with a third grade education. Or someone that attends Meadow Bridge High School
	arse, that	274556	The original spelling of the word that has now been high jacked by the dumb-arse yanks - still means a rear end or stupid.
0	cruffy-sunt, scruffy	2318242	Another way of saying Scruffy cunt. May be used in places where bad language isn't appreciated. But fuck them anyway.
	fauxhead, forehead	1079398	Another way of saying forehead...more gansta
	tennesseean, tennessean	1455443	(n) A misspelling of the word Tennessean.
	bisexous, someone	2042840	Another way of saying someone or something is bisexual.
	unphased, unfazed	4312561	A somewhat common misspelling of the word \"unfazed\".People often say a person is unfazed by something - meaning calm, not upset, not taken by surprise, not confused.
	pshchea, yes	2593276	Pshchea is a cooler way of saying. Yes,Yep,Yup, Ect. It's a way of saying yes with a little sassiness on the side.
	fucktardbitchwhorebasket, snake	1978042	Another way of saying Snake
	phoenis, penis	5121183	Pronounced: Fee-Nis A way of saying penis only its more epic
	hello, hi	2719705	a way of saying hi. a form of salutation
	hello, hi	12906695	a way of saying hi to someone.
	whopzz, whoops	4991792	another way of saying \"whoops\" can also mean whoppers as in burger king whoppers
	woag, woah	9429429	Another way of saying woah, but giving less shits
	mahfucka, motherfucker	1892270	Another way of saying Motherfucker.
	kin, fucking	1668283	A way of saying \"fucking\" more gently. It works best when you make a little pause before you say it.
	k, 1000	6263501	1. The 11th letter of the alphabet. 2. A way of saying 1000 dollars. 3. A short term for okay.
	gotcho, gotcha	5341942	A way of saying gotcha by a boy whose clownin.Also tends to ask \"You tryin me?\" every five seconds.
	mebbie, maybe	11005692	A way of saying maybe
	myspaz, myspace	1625327	A way of saying myspace. Usually said by someone who thinks normal words are too good for them.
	presh, precious	8519651	Another way of saying \"precious\"
	dirth, dearth	1665293	phonetic spelling of the word \"dearth\", which means \"an insufficient quantity or number\"
	yez, owned	2689827	another way of saying owned, dominated, screwed, pwned or fuked.
	floating, what	6440305	Floating refers to what is in the air. Or another way of saying What's up?! (wazzup)
0	jeebuzz, oh	5538554	its like another way of saying oh my gosh or jeeeez , crazy or WTF
	mikey, mike	1927980	a way of saying Mike or Michael
	sbutle, subtle	1682147	Pronounced s-BOOT-lay. A superior spelling of the word 'subtle', used only by people who are incredibly cool. It is more subtle than subtle, but more creamy and thick as well, sort of like the ultimate linguistic version of a triple choc fudge cookie covered in dark chocolate sauce.
	pniggy, niggy	2240065	Misspelling of the word 'niggy' which is a different version of the word \"nigga\". The 'P' is silent so it's still pronounced 'niggy', unless you are talking to someone in real life and you wanted them to notice you were using the word 'pniggy'. But 'pniggy' is just meant for IM and chat. How this word was mispelled? Nobody knows, because 'P' is so far away from 'N' on the keyboard. It makes no sense, yet it happened.
	pniggy, niggy	2251307	Misspelling of the word 'niggy', which is an alternate of the word 'nigga'. The 'P' is silent. This is mostly used on the internet in chat or something. How this word was misspelled? Nobody knows, because 'P' is so far from 'N' on the keyboard.
	pniggy, niggy	2232773	Misspelling of the word 'niggy' which is a different version of the word \"nigga\". The 'P' is silent so it's still pronounced 'niggy', unless you are talking to someone in real life and you wanted them to notice you were using the word 'pniggy'. But 'pniggy' is just meant for IM and chat. How this word was mispelled? Nobody knows, because 'P' is so far away from 'N' on the keyboard. It makes no sense, yet it happened.
	kilt, killed	1168431	Another way of saying killed.
	lel, lol	12134523	lel- a way of saying lol but s a memer
	falm, calm	12923511	Basically just a way of saying calm your shit but also making it rhyme
	pugwash, thanks	5242195	To masturbate onto the curtains in someone else's house or in a public function room, as a way of saying thanks for their hospitality and to leave a fond reminder.
	idgit, idiot	1458840	A way of saying idiot. Used by old prospector/cowboy types in tv shows with such sterotypes.
	idgit, idiot	2878902	A way of saying \"idiot\" in such a way that said idiot can understand. Also a way of showing someone's idiocy (idgicy) by said person not being able to understand the word. Also used to speak of idiotic actions: \"idgitoic\"
	fagget, faggot	5403375	A misspelling of the word Faggot. A mistake that only a jihn would make. A jihn like Otto Lotz
	blads, blades	908913	This is the incorrect spelling of the word \"blades\" from the tune \"Big Pimpin\". It is the term used for expensive custom rims.
	ctaw, cya	182961	A way of saying \"Cya\"
	be-jota, blow	1076562	Another way of saying blow job (BJ) be is B in spanish. jota is J in spanish. Hence the word Be-Jota.
	scididdles, goodbye	9559946	A way of saying goodbye to a good pal/broBest used in awkward situations
	wookie, wookiee	4338245	A fucking common misspelling of the word Wookiee, which is the name of a fictional species in Star Wars.
	bucky, buck	525016	Another way of saying \"Buck\" as in buck naked.
	shkizznit, shit	1970664	an even more pimp way of saying shizznit which in turn is a way of saying shit... In all actuallity pretty much anyone who adds \"izz\" into a word is actually just choking on a corncob.
	snezzed, sneezed	2539188	Another way of saying sneezed, part of the 'snez' family, see snezzing. Also sounds slightly dirty.
	krepes, krabs2	5690072	1. Another way of saying Krabs2. Sup-species of human that has too many naked pictures3. Thinks they are greatness but fail at life
	renwod, downer	7178739	Renwod is backwards and slang for someone who has Down syndrome. It is the backwards spelling of the word downer.
	kay-o, okay	1757725	1. A gesture of confirmation. 2. Another way of saying \"okay\". 3. In good condition.
	mmmmmm, yeah	3608922	another way of saying yeah right or no in a nicer way. the more m's added the more out of the question it is
	dawg, dog	2484072	a misspelling of the word \"dog,\" just another word dat contributes in upping the illiteracy of this nation
	dawg, dog	2432099	1.Improper spelling of the word Dog. 2. Sometimes used to describe a friend and other times used to describe someone who Elijah Dukes is threatening to murder (usually a female). 3. Always the incorrect spelling of Dog even if it is a black person who says it, it is unacceptable for the media to write down the quote as \"Dawg\" rather then the correct spelling.
	emp, fail	5033085	Epic Motherfucking Phail.A fail so epic that not only did the spelling of the word 'fail' change, just for that moment but it also fucked several mothers.
	cank, someone	4832943	1.a derogatory term used to descrie someone as awkwardly fat b 2. the singular form of \"Cankles\" 3.a way of saying someone is a cankle-bearing skank (fat whore)
	quite, quiet	2084293	An unfortunate (and all too common) misspelling of the word quiet. This usage originates from cheeky gits attempting to parade their self-affirmed expertise regarding the latest 133t computer hardware. Examples are most often found in customer-submitted reviews of equipment such as CPU coolers, graphics cards, power supplies, water cooling systems, and most commonly, case fans. Instances of the term actually should prompt product re-evaluation in sensible folk, as users of it call into question whether they are capable of critical thought, or if they even own said equipment.
	altimate, ultimate	744093	The new, alternate spelling of the word Ultimate, due to a mistake on behalf of TAROTU.
	aslepe, asleep	10329074	(As-leh-peh)verb. A different spelling of the word \"asleep\". Its a term used to let others know that they need to relax, take it easy, or simply forget about life-problems.
	inbochs, inbox	2779690	1. another way of saying inbox, used on message boards 2. asking someone to inbox you something, used on message boards *as far as I know, and I may be wrong, this was made popular on the okayplayer boards. I could be wrong. That's where I saw it, that's where I laughed at it, and that's where you can kiss my black ughuhuuh if you wanna whine about how it originated somewhere else.
	aight, hello	973314	From the word alright. The term 'alright', as well as meaning to 'be alright' can also be interpreted as another way of saying 'hello' or 'how are you?' (esp. in Ireland)
