label	pair	defid	definition
	gucci-bumps, goosebumps	8843690	The high-fashion, luxurious, and dope way of saying goosebumps. If you got the cash, you got the rash. Guccibumps! (Plural: Gucci-bumps)(Singular: Gucc-bump)
	paynuss, came	4792074	Paynuss is the latin root word for the commonly used word penis, meaning male genetalia. It is believed that the origin of the word came from a man with the name \"Nuss\". Nuss was a latin man that was said to have a 30 foot monster. Because of this beast, the leadies flocked to him, and they had to \"pay\" Nuss in order for him to satisfy them. Therefore, the word paynuss came to mean what it is today.
1	bulltwinkle, bullshit	1009715	(Noun). Nonsense. A polite way of saying 'bullshit'. A way to say 'bullshit' without getting into trouble for cussing.
	masterer, master	2851345	A leet way to say master or pro in video games. The word most probably originate from the video game comedy series purepwnage (www.purepwnage.com). In that serie, the Masterer is the master of all the pro players in the meeting happening in the 15th episode.
	tots, testicles	6226273	Another word for testicles, gonads or balls.
1	skizz, skill	4142217	1: a new type of drug invented in which you take the shavings of soap and stick them in your eye. It will make you see so many colors! *NOTE* most of these colors will be red2: a new way of saying SKILL but for some reason without the L's
	wigger, nigger	2729034	A word trying to classify everyone who isn't black who listens to hip hop or wears tracksuits as \"wannabe gangstas\". In actuality, there are plenty of whites living in poverty and plenty of blacks in the suburbs. It's also offencive to Hip Hop fans, claiming that all rap is gangster rap and anyone who listens to it is doing it to be gangsta when REAL hip hop (not 50 Cent) apeals to people of all nationality and social standing. People are just idiots not to know. Most people would preffer it if you didn't use the word at all since nobody seems to be able to identify a real wigger, wich is a wealthy kid (black or white, you are not a nigger if you are a wealthy black person as that contradicts the meaning of the word nigger) who actually beleives that they are ghetto and that they will shoot people and listens to terrible mainstream hip hop when they would preffer to listen to pop but there \"culture\" won't let them. Also, if you developed your love for the hip hop subculture via MTV you are a wigger. If you got it from your friends or school (generaly a \"ghetto school\" whether you live in one or not) then it's fine to listen to Hip HOp and wear the tracksuits, but if your copying 50 Cent or somthing just don't try or the other rich kids (of any race) will either make you popular for copying MTV or pick on you. In summory: Thinking in your head that you are gangsta and prettending to be makes you a wigger. It has nothing to do with your music taste as rap has little to no link to being \"gangsta\" or the tracksuits and or baggy jeans also have no affect on your wigger levels.
	wigger, nigger	1582862	A white kid trying to be black. Most of these kids can be seen with bling, sporting exotic cars, listening to rap, and wearing hiphop oriented clothing; however, this is not what would be considered a wigger. Many (american) people would consider this to be a wigger, but it is not, as there is more to that. Wigger is a word commonly used in Canada and United States, but if you have been to a continent known as Europe (most of it anyway), the word does NOT exist, because it is in these blindly ignorant countries that people make such stupid assumptions and misinterpretations of these words. Anyone can do or have any of the above, but it does not make them a wigger. Things that make someone a wigger are: - Actual use of the word 'nigger' or 'nigga' - Extremely Excessive Attempts at Gangsta speak, or speaking a black southern accent. - Degrading stuff that \"white people wear\" - Unrequited claims of being black through either ancestry or other ways
	menacery, foppery	4723738	Menacery is a word sort of equivalent to the word Foppery, which means foolishness. Menacery has a deeper meaning, however. It means to menace, meddle, fiddle with, or generally mess with something, intentionally, unintentionally, to improve, or to destruct. It is a word that can be used almost with anything.
	lolmao, lol	12535922	A way of saying lol, and lmao at the same time, but without with the enigma of saying lmao.
	kizznill, kill	1891344	Another word for kill or to kill some one
	kizznill, kill	1891345	Another word for kill or to kill some one
1	m'kay!, f*ck	374030	to sya instead of the word f*ck
	kule, cool	7431447	A version of the word cool. Often meaning awesome, epic, amazing.
	smoff, fuck	626476	This word can be used anyway you want it to be used.. Usually used for the word fuck. -smoffs-
	typs, typical	3634680	An abbreviation for the word typical.
