label	pair	defid	definition
	tensious, tension	7147037	the adjective of the word tension, an extreme or very elevated level of tension, describes a noun that contains an a very elevated levels or feelings of tension, stress, difficulty.This word was coined by Michael Lanham, and had been misused by him for quite sometime, and on many occasions, until he realized that it had not yet been made official. Some call that error, and some creativity.
	beggel, bagel	2322624	a cool way to say bagel
	sveus, sveus	2128948	A word translated by Denise, Nicole, and Jen on September 29th 2006 to mean \"sweet\" in German. The story goes that the three were finally on their way to Munich for Oktoberfest after 24 hours of getting lost in Germany (missing flights, splitting trains, incorrect routes, etc). Once on the train to Munich they, naturally, began getting hammered (even though it was 7am). Soon enough they came across a food cabin with a bunch of drunken Germans on their way to the fest too. So they began socializing with the miscreants and soon \"sexy hammered\" came into their lives; a tall, blonde German completely dressed in white from head to toe. At some point the conversation went from him telling the girls that the translation of \"sweet\" in German was \"sveus\" to him telling the girls he's \"sexy-hammered.\" And that ladies and gentlemen is the origin of the word \"sveus\". So if you ever get to hearing people say \"sveus\" instead of \"sweet\" now you know why. Don't let anyone tell you different or I sware our mafiosa-ness will open a can on your ass.
	cleave, drop	5550651	Used in context when a girl wears a low-cut top to show off her cleavage. Also a double entendre due the double meaning of the word \"drop\". As in \"drop\" the f-bomb or \"drop\" her top.
	modda, motherfucker	982170	Other word for motherfucker
	ginnie, vagina	7390875	Ginnie is another word for vagina.
	bebe, baby	658798	Another way of saying baby to your baby
	outlandish, sketchy	623195	another word for sketchy...look it up at thesaurus.com
	ultrag6, ultra	5237053	Another word concieved by the ultra Sholyboy. In this derivation of his classically homosexual word by adding \"G6\" to the word ultra, it's meaning is reversed, and rather than meaning gay, it's converted to all things cool.
	brillo, really	1438998	another word for really.
	dahmet, damnit	5019044	A totally rad indie-kid way of saying damnit.
	lamp, cool	6663851	another word for 'cool' or 'dope'
	share, shower	6706062	A southern slang for the word shower.
1	nerble, nipple	1594393	located on the ta ta, another word for nipple. caution, may become erect.
	paduss, pussy	845958	another word for pussy or sex
	chubbing, eating	7779758	another word for eating food
	reeseeses, reeses	2236806	The plural of the word reeses (i.e. the chocolate candy)
	wreong, wrong	3031331	an alternate use for the word \"wrong\"
	shaboogalizationing, shower	5232718	1. A long synonym for the word \"shower\" 2. An interjection used at random times to increase the randomness of a situation or increase/decrease awkwardness.
	dec, decent	255397	Abbreviation for the word \"decent\". Used to describe a particular feeling, situation or object.
	az, ass	1206503	(Spelled Az or Azz) This word originated in a smoky Annapolis/Crownsville, MD loft but quickly caught on and has since taken on various meanings. Originally, the word was a simple exclamation comparable to \"Damn!\" or \"Word!\" If something was particularly astounding, the word \"great\" could be added as a prefacing qualifier, resulting in the exclamation \"Great Az!\" This pronouncement could also be used as a subtle indicator that a person was attracted to someone. While walking behind the object of their affection with a friend, one could exclaim \"Great Az!\" as if responding to something that was said by their friend, but also insinuating that they found the rump before them to be desirable. Unfortunately, the word's true meaning has been diluted by it's over-use as a form of the word \"ass.\"
0	criptic, crip	12571998	A person with an invisible disability.Derivation: a combination of the word crip (originally a derogatory epithet now used by some disabled people to describe themselves) and cryptic (hidden or concealed).
1	freako, pedophile	3223015	A creeper. Someone who acts very strangely, or unhuman, and could be easily mistaken as a retard. Is also used very commonly instead of the word pedophile.
	fahoozidoodle, fanny	2556873	1. A polite way of saying fanny 2. A way to say a swear word without being told off
	deggum, damn	5535503	Something a person from the South says when they're annoyed or frustrated. Another word for damn.
	shacoins, money	11895104	Another word for money
	shacoins, money	11895107	Another word for money
	ghettomusick, musicor	909659	Another way to say musicor a song
	zoob, zoobie	1915003	A derogatory term used for referencing any Brigham Young University sports team fan. The term can also extend to refer to a current or past student of BYU. Zoob is the shortened form of the word zoobie.
	fizzl, fizzle	151346	another word for fizzle mispelled verion of fizzle to fiz
	moth, both	3718706	a common typo of the word \"both.\" Typo is often left intact when one is being spanty.
1	ja, yeah	3409083	a much much cooler way to say \"yeah\" or \"yes\"
	bork, bjork	5670797	1. Bork means to combine meat (in this case, beef and pork). See spam.2. It can also replace any verb in most cases.3. Can sometimes be used as an adjective when -y is added on to the end.The word was believed to be created after a mispronouncing of the word bjork.
	f0x0r, fucker	72832	another word for fucker.
	vagina, vagina	4881863	are you seriously looking up the word vagina? and you're on urban dictionary, at least look up \"pussy\" or something along those lines. you can use a regular dictionary for the word vagina
	boe, bro	4311656	a word used by guidos and other douchebags as a way to say \"bro\". they dont say bro, rather just \"boe\" like as in \"bow and arrow.\"
	bwned, boned	1873577	Another variation of owned/pwned, but more specifically to being owned in a sexual manner, posing similarity to the word boned.
	bleh, meh	4135532	An adaptation of the word meh, a kind of hybrid between Bleurgh, a sound more than a word, meaning that you are totally disgusted by something, and Meh, a word of passive, unenthusiastic attitude, also meaning whatever. bleh is like a slightly disgusted meh.
1	hamburgies, hamburgers	5711227	A cool way of saying Hamburgers
1	uncomfortabality, uncomfortable	1824354	adj. 1. Experiencing physical discomfort. 2. Ill at ease; uneasy. 3. Causing anxiety; disquieting. in this case, a misinterpretation of the word uncomfortable (well thats what we think)
	yayper, money	2911257	The Yay Area's way to say money Yay area = San Fran Bay area, California Major Cities are San Jose aka San Jo, San Francisco aka The City, Oakland aka the O and more There is so much Bay area slang, see hyphy, scraper, batch, go dumb, thizz, stunna shades etc.
	kay-o, okay	1757725	1. A gesture of confirmation. 2. Another way of saying \"okay\". 3. In good condition.
	schwill, schwill	1597280	Usually pertains to alcohol, but can also be used for pretty much anything. It can be a noun, verb, adjective, or almost any other part of speech. It can mean to take a drink, a hit, a drag, a bite, etc. It can be used to describe a person, i.e. schwilly, or drunk. There are many variations of the word schwill, but my favorite is schwillmaster. Schwill may be the most useful word in my vocabulary, and it's just fun to say. The word originates from Shakedown Street, but claimed fame when Randy Rollins brought it to Tha Gilla, IL, where the word took off and became standard Gilla language.
	cramandus, ridiculous	12875760	Cramandus is another way of saying Ridiculous, While also showing lots of Excitement.You can think of it as Ridiculous and Awesome combined.
	stromboli, penis	5756090	another way of saying penis, dick,cock,shaft, you get the point........ strom for short
	awesomefulicious, awesome	3862510	The word awesome with the suffixes -ful and -icious. A super cool way to say awesome.
	chesticals, boob	11055840	Another word for boob
	slaps, goodbye	1117809	A friendly way of saying goodbye! like luv ya! etc... originates from ancient tribal slapping... when one man would slap another and shout 'humba' (roughly translated to slaps.)
